MB-0002	0
MB-0010	0
MB-0036	0
MB-0059	0
MB-0060	0
MB-0101	0
MB-0109	0
MB-0111	0
MB-0114	0
MB-0115	2
MB-0123	0
MB-0125	0
MB-0126	0
MB-0128	0
MB-0130	0
MB-0131	0
MB-0136	0
MB-0138	0
MB-0142	0
MB-0145	0
MB-0148	1
MB-0149	2
MB-0150	2
MB-0152	1
MB-0153	1
MB-0154	0
MB-0155	1
MB-0157	2
MB-0158	1
MB-0159	1
MB-0164	2
MB-0168	0
MB-0169	0
MB-0171	0
MB-0174	1
MB-0175	0
MB-0180	0
MB-0184	0
MB-0192	1
MB-0201	0
MB-0204	0
MB-0205	0
MB-0209	1
MB-0214	1
MB-0215	0
MB-0222	0
MB-0224	0
MB-0225	0
MB-0227	0
MB-0229	0
MB-0230	1
MB-0231	0
MB-0232	0
MB-0234	0
MB-0236	0
MB-0239	0
MB-0242	0
MB-0245	0
MB-0248	0
MB-0249	1
MB-0253	0
MB-0258	0
MB-0260	0
MB-0263	0
MB-0270	0
MB-0275	0
MB-0279	1
MB-0280	0
MB-0286	1
MB-0290	0
MB-0293	1
MB-0294	1
MB-0299	2
MB-0303	2
MB-0308	0
MB-0311	0
MB-0312	0
MB-0316	2
MB-0318	2
MB-0320	0
MB-0325	0
MB-0327	0
MB-0335	0
MB-0347	1
MB-0348	0
MB-0356	0
MB-0365	1
MB-0366	0
MB-0372	2
MB-0377	0
MB-0381	0
MB-0383	0
MB-0394	0
MB-0396	2
MB-0397	0
MB-0401	2
MB-0402	0
MB-0403	1
MB-0405	0
MB-0407	0
MB-0410	0
MB-0414	2
MB-0420	2
MB-0421	0
MB-0423	0
MB-0432	1
MB-0436	1
MB-0439	0
MB-0443	0
MB-0446	2
MB-0451	0
MB-0452	1
MB-0454	0
MB-0455	0
MB-0460	1
MB-0462	1
MB-0463	0
MB-0467	0
MB-0471	0
MB-0472	0
MB-0475	1
MB-0476	1
MB-0479	1
MB-0480	0
MB-0481	2
MB-0486	0
MB-0487	0
MB-0488	0
MB-0489	1
MB-0491	1
MB-0492	0
MB-0497	0
MB-0500	2
MB-0501	0
MB-0503	0
MB-0504	0
MB-0507	0
MB-0508	0
MB-0509	1
MB-0511	0
MB-0516	2
MB-0517	0
MB-0524	0
MB-0525	1
MB-0535	0
MB-0536	1
MB-0539	1
MB-0540	1
MB-0541	0
MB-0547	0
MB-0554	0
MB-0558	2
MB-0559	0
MB-0570	0
MB-0571	0
MB-0573	1
MB-0577	0
MB-0583	0
MB-0584	0
MB-0588	1
MB-0591	0
MB-0592	0
MB-0596	0
MB-0605	0
MB-0606	0
MB-0611	1
MB-0613	1
MB-0617	1
MB-0618	0
MB-0628	0
MB-0630	0
MB-0632	1
MB-0635	1
