	Cluster_0	Cluster_1	Cluster_2
CPB1	7.35515	5.87194	8.01592
CPB2	5.36695	5.39264	5.39391
CPD	8.96002	8.62187	9.12316
CPE	8.35283	7.56606	7.69075
CPEB1	5.53499	5.5135	5.43339
CPEB2	6.48996	6.09976	6.5694
CPEB3	6.47145	6.21624	6.61171
CPEB4	6.38324	6.2298	6.44149
CPED1	7.47915	6.92775	6.79186
CPLX1	6.55518	5.98773	6.96574
CPLX2	5.40883	5.40969	5.4455
CPLX3	5.37753	5.43806	5.39012
CPLX4	5.37952	5.37492	5.406
CPM	6.1837	6.25385	6.3063
CPN1	5.35051	5.34493	5.33799
CPNE2	5.70861	5.84344	5.65538
CPNE3	10.3615	10.2278	10.552
CPNE4	5.40099	5.4197	5.45011
CPNE5	5.43919	5.5589	5.42329
CPNE6	5.42959	5.421	5.44696
CPNE7	5.33673	5.32947	5.40098
CPNE8	6.41555	6.64144	5.98979
CPNE9	5.47585	5.49349	5.46919
CPO	5.31658	5.28477	5.29628
CPPED1	5.5215	5.5183	5.51252
CPQ	8.11521	7.92074	7.69502
CPS1	6.09922	5.97388	5.99781
CPSF1	8.13738	8.28636	8.36591
CPSF3	8.41585	8.84655	8.58952
CPSF3L	6.96861	6.92601	7.13463
CPSF4	7.65591	7.7442	7.66907
CPSF6	6.03409	6.0848	6.13714
CPSF7	5.4994	5.5071	5.50646
CPT1A	5.73058	5.70985	5.77
CPT1B	6.78265	6.6901	7.05687
CPT1C	6.36714	6.33886	6.28753
CPT2	8.52251	8.50756	8.5967
CPTP	6.44602	6.53712	6.5823
CPVL	8.26242	8.57637	7.32634
CPXCR1	5.43349	5.45038	5.45262
CPXM1	7.10679	6.84746	6.45763
CPXM2	8.22556	7.8208	7.37696
CPZ	6.18594	5.98329	5.80126
CR1	5.39879	5.49246	5.36528
CR2	5.60548	5.84886	5.43236
CRABP2	10.4626	9.93678	11.1309
CRADD	7.3396	7.17723	7.20728
CRAMP1L	7.45419	7.29451	7.7026
CRAT	6.51161	6.08999	6.40232
CRB1	5.36778	5.38363	5.37474
CRB2	5.27961	5.30648	5.30855
CRB3	7.35859	7.26173	7.56854
CRBN	8.63157	8.27116	8.52563
CRCP	5.40186	5.40097	5.40342
CRCT1	5.47175	5.47193	5.49434
CREB1	6.95883	7.07092	7.03535
CREB3	6.19216	6.18915	6.28997
CREB3L1	5.49645	5.49207	5.51587
CREB3L2	9.64018	10.1199	9.41198
CREB3L3	5.27525	5.30559	5.28312
CREB3L4	7.22339	6.52799	7.45314
CREB5	5.57544	5.59871	5.50899
CREBBP	7.38093	7.21113	7.43336
CREBRF	7.86895	7.5934	7.79608
CREBZF	7.11655	7.08288	7.08009
CREG1	9.74268	9.92383	9.46895
CREG2	5.3807	5.39658	5.39891
CRELD1	5.58283	5.58721	5.61367
CRELD2	9.64158	10.0036	9.69123
CREM	5.32862	5.33428	5.3184
CRH	5.65228	5.70979	5.68138
CRHBP	5.44222	5.44691	5.44908
CRHR1	5.87574	5.87404	5.94665
CRHR2	5.29404	5.28687	5.30037
CRIM1	7.29389	6.65242	6.90595
CRIP1	12.5341	10.8974	12.8748
CRIP2	10.4719	9.72078	10.4754
CRIP3	5.45102	5.45732	5.43352
CRIPAK	7.78654	7.26444	8.17342
CRIPT	8.02315	8.0479	7.96975
CRISP1	5.28278	5.28389	5.27834
CRISP2	5.68265	5.78504	5.73851
CRISPLD1	6.11302	6.05643	6.05063
CRISPLD2	10.1596	9.46591	8.76895
CRK	7.74664	7.79335	7.73663
CRKL	9.6491	9.79049	9.75471
CRLF1	5.79484	5.94283	5.76126
CRLF2	5.42479	5.41563	5.42526
CRLF3	6.62573	6.91596	6.48381
CRLS1	9.29976	9.39807	9.21958
CRMP1	5.55225	5.57038	5.57933
CRNDE	6.87004	6.50789	6.84744
CRNKL1	6.44483	6.23272	6.67472
CRNN	5.7605	5.82876	5.84552
CROCC	6.29989	6.16988	6.38655
CROCCP2	5.56367	5.53265	5.5915
CROCCP3	5.31473	5.31903	5.32018
CRTAM	5.32195	5.3194	5.31056
CRTAP	7.61997	7.30458	7.1499
CRTC2	6.13025	6.24962	6.28139
CRX	5.38928	5.39703	5.39243
CRY1	7.23453	7.24608	7.08036
CRY2	8.00821	7.35179	7.83873
CRYAA	5.40769	5.40861	5.39176
CRYAB	9.11403	9.50605	7.73683
CRYBA1	5.29156	5.34625	5.32824
CRYBA2	5.44273	5.45914	5.47168
CRYBA4	5.40614	5.42297	5.41666
CRYBB1	5.44501	5.45803	5.44094
CRYBB2	6.16636	6.24026	6.19961
CRYBB3	5.2703	5.31448	5.29219
CRYBG3	5.49955	5.47984	5.40818
CRYGA	5.61919	5.64259	5.66584
CRYGB	5.44612	5.43718	5.43267
CRYGC	5.27898	5.27942	5.27954
CRYGD	5.33116	5.32894	5.3427
CRYGN	5.4741	5.49977	5.45891
CRYGS	6.41853	6.42054	6.58984
CRYL1	7.27755	7.04425	7.22084
CRYM	5.57063	5.61356	5.52716
CRYM-AS1	5.57095	5.6013	5.57109
CRYZ	8.54088	8.07266	8.50129
CRYZL1	7.50433	7.31828	7.50637
CS	7.50419	7.5527	7.48024
CSAD	7.58609	6.9368	7.86336
CSAG1	5.39707	5.64911	5.45228
CSAG3	5.39663	5.67801	5.41983
CSDC2	5.95052	5.68838	5.76609
CSDE1	6.40903	6.49352	6.44626
CSE1L	9.46955	9.86731	9.69631
CSF1	5.44255	5.4547	5.42169
CSF1R	10.1642	10.2848	9.61504
CSF2	5.30496	5.41419	5.28915
CSF2RA	6.65379	6.90028	6.19547
CSF2RB	5.39748	5.44548	5.38295
CSF3	5.33479	5.33528	5.32442
CSF3R	6.63485	6.55012	6.67711
CSGALNACT1	5.87366	5.94203	5.66318
CSGALNACT2	6.16394	6.2027	6.01275
CSH1	5.29453	5.29147	5.29985
CSH2	5.35835	5.37293	5.37666
CSHL1	5.49047	5.49477	5.48759
CSK	9.31103	9.63621	9.36125
CSMD1	5.45992	5.50691	5.445
CSMD2	5.76113	5.88388	5.74193
CSMD3	5.29225	5.28386	5.29806
CSN1S1	5.54978	5.53446	5.39568
CSN1S2AP	5.38561	5.44469	5.40498
CSN2	5.37442	5.40431	5.37664
CSN3	5.65583	6.4709	5.43744
CSNK1A1	6.64523	6.45292	6.54845
CSNK1A1L	5.40027	5.39268	5.39908
CSNK1D	8.06855	8.25609	8.21546
CSNK1E	7.53441	7.60411	7.73291
CSNK1G1	5.69172	5.68711	5.75184
CSNK1G2	7.3935	7.41353	7.39958
CSNK1G2-AS1	5.25729	5.29815	5.27292
CSNK1G3	6.52987	6.29126	6.55925
CSNK2A1	6.60351	6.84939	6.68365
CSNK2A2	6.65404	6.92665	6.61217
CSNK2B	10.6129	10.7475	10.6825
CSPG4	6.43081	6.58188	6.51352
CSPG4P1Y	5.3077	5.30671	5.32049
CSPG5	5.58262	5.71888	5.65802
CSPP1	6.97724	6.90432	7.08304
CSRNP1	9.51878	9.01243	9.16417
CSRNP2	7.78914	7.52243	7.99316
CSRNP3	5.81648	5.72398	5.72132
CSRP1	10.6548	10.4344	10.4619
CSRP2	7.26235	7.7486	6.66631
CSRP2BP	5.87958	5.85372	6.05876
CSRP3	5.30651	5.31112	5.32676
CST1	7.98314	7.4812	7.68249
CST11	5.28244	5.28282	5.29733
CST2	6.394	5.68151	6.29741
CST3	12.5248	11.8564	12.5559
CST4	5.77781	5.46702	5.63514
CST5	6.16674	5.43974	6.64357
CST6	6.57229	6.68898	6.48904
CST7	6.68093	7.05599	6.17513
CST8	5.33532	5.35104	5.35561
CST9	6.16413	5.95811	6.48021
CST9L	5.68202	5.30463	5.89672
CSTA	5.54682	5.7096	5.57643
CSTB	11.2121	12.0504	11.026
CSTF1	5.50039	5.51452	5.4961
CSTF2	7.92128	8.10619	8.07957
CSTF2T	6.4393	6.29911	6.41218
CSTF3	7.90828	8.18904	8.02081
CSTL1	5.3346	5.32914	5.38721
CT45A3	5.44065	5.72585	5.45185
CT45A5	5.31327	5.39658	5.3213
CT47A1	5.39565	5.407	5.39881
CT47A7	5.46197	5.50716	5.49885
CT55	5.34221	5.34827	5.35735
CT83	5.34579	6.09226	5.36175
CTAG1A	5.32658	5.42749	5.32079
CTAG1B	5.4026	5.41831	5.41275
CTAG2	5.41402	5.49833	5.42361
CTAGE1	5.2994	5.30491	5.30262
CTAGE5	5.38944	5.37983	5.39595
CTAGE6	6.23864	6.23313	6.46476
CTBP1	7.09669	7.11362	7.20187
CTBP2	5.70105	5.64339	5.72316
CTBS	7.62216	7.56652	7.549
CTC1	6.64115	6.55395	6.85998
CTCF	7.77717	7.88477	7.88368
CTCFL	5.3137	5.35201	5.31034
CTDNEP1	7.27602	7.35254	7.35465
CTDP1	5.93389	6.09371	6.13178
CTDSP1	7.60486	7.33226	7.51166
CTDSP2	9.97279	9.70907	9.81701
CTDSPL	9.36462	8.78878	9.40443
CTDSPL2	6.3647	6.4164	6.41488
CTF1	5.9855	5.79781	6.01497
CTGF	11.4765	11.0165	10.246
CTH	5.65319	5.62065	5.64926
CTHRC1	9.73834	9.42759	8.61165
CTIF	7.03497	7.02303	7.0318
CTLA4	5.58868	5.91374	5.48975
CTNNA1	10.5931	10.1039	10.5243
CTNNA2	5.37787	5.39629	5.37418
CTNNA3	5.31873	5.30612	5.31768
CTNNAL1	6.90075	6.84944	6.6742
CTNNB1	6.17861	6.1429	6.04727
CTNNBIP1	5.7778	5.77606	5.80543
CTNNBL1	8.10694	8.2444	8.19269
CTNND1	6.00713	6.01628	6.11143
CTNND2	5.67695	5.57309	5.84676
CTNS	5.69454	5.73282	5.66097
CTPS1	7.07171	7.98048	7.31885
CTPS2	5.70542	5.71251	5.70835
CTR9	6.17838	6.06942	6.2218
CTRB1	5.22921	5.23446	5.24321
CTRB2	5.45234	5.49279	5.45446
CTRC	6.27109	6.4099	6.28885
CTRL	5.57593	5.80955	5.58601
CTSA	8.85765	9.11006	8.95504
CTSB	10.0616	10.323	9.74622
CTSC	8.10903	9.11011	7.62171
CTSD	7.6022	7.6375	7.54596
CTSE	5.67763	5.69309	5.71881
CTSF	7.99889	7.39613	8.17226
CTSG	7.66268	6.69738	6.40305
CTSH	8.96249	9.20615	8.69598
CTSK	10.6936	10.1448	9.40097
CTSL	10.0898	10.7287	9.6754
CTSL3P	5.42447	5.41509	5.42377
CTSO	8.22969	7.7583	7.71343
CTSV	6.1388	7.10831	6.28996
CTSW	5.8387	6.19317	5.65581
CTSZ	7.8761	8.61323	8.02147
CTTN	8.99748	8.88275	9.27666
CTTNBP2	5.44231	5.3514	5.41307
CTTNBP2NL	6.08247	6.24265	5.91922
CTU1	6.01474	6.08208	6.04808
CTU2	5.67767	5.8084	5.71315
CTXN3	5.26398	5.27165	5.27198
CUBN	5.60024	5.63297	5.51963
CUEDC1	9.57201	9.13784	9.73783
CUEDC2	9.1344	8.97519	9.18952
CUL1	7.66827	7.93943	7.74809
CUL2	8.25222	8.54331	8.32253
CUL3	5.44982	5.43765	5.51318
CUL4A	7.94376	8.00085	8.04819
CUL4B	6.51175	6.58631	6.57425
CUL5	8.33498	8.16236	8.10126
CUL7	5.93282	5.99578	6.06675
CUL9	6.14963	6.2273	6.38483
CUTA	10.1482	10.0248	10.1259
CUTC	7.40107	7.43401	7.21796
CUX1	5.67166	5.67395	5.66689
CUX2	5.44875	5.50155	5.39585
CUZD1	5.61049	5.66131	5.59841
CWC22	5.54526	5.54319	5.48361
CWC25	6.75577	6.90451	6.89209
CWC27	8.18858	8.10622	8.07444
CWF19L1	8.73924	8.85138	8.79702
CWF19L2	7.10753	7.01292	6.87684
CWH43	5.51418	5.78175	5.53846
CX3CL1	7.87263	8.4775	7.06735
CX3CR1	7.16988	6.26242	6.58758
CXADR	6.59132	6.91794	6.64435
CXCL10	8.58107	10.125	8.18949
CXCL11	5.49338	5.75038	5.46516
CXCL12	8.33233	7.7677	7.21154
CXCL13	6.73839	7.53019	5.99235
CXCL14	9.28362	7.77249	8.42647
CXCL16	9.63404	10.0559	9.35612
CXCL17	5.77072	6.21428	5.76688
CXCL2	5.78546	5.81251	5.45326
CXCL5	5.37004	5.51697	5.37368
CXCL6	5.49253	5.63493	5.41079
CXCL8	6.85881	7.95954	6.31309
CXCL9	8.1425	9.59562	7.46261
CXCR1	5.53574	5.54545	5.51969
CXCR2	5.52528	5.52587	5.49901
CXCR3	6.15224	6.54865	5.83436
CXCR4	7.41186	7.76606	6.80441
CXCR5	5.66231	5.81102	5.46757
CXCR6	5.83965	6.25349	5.58331
CXXC1	8.95933	8.99762	9.1367
CXXC4	6.35665	6.15381	6.48693
CXXC5	10.2318	9.30238	10.695
CXorf21	5.4238	5.44444	5.44645
CXorf22	5.34537	5.35485	5.37745
CXorf23	5.74152	5.66031	5.75809
CXorf24	5.37713	5.39653	5.40429
CXorf36	5.49067	5.4556	5.46546
CXorf38	7.06815	7.38803	7.13962
CXorf40A	7.21265	7.02236	7.28461
CXorf40B	6.87271	6.75131	6.8432
CXorf56	6.33561	6.45261	6.23748
CXorf57	5.88609	5.98409	5.77007
CXorf58	5.26391	5.27495	5.25683
CXorf65	5.54659	5.6311	5.50817
CXorf66	5.25944	5.29707	5.25384
CXorf67	5.28195	5.31257	5.28947
CYB561	6.86089	6.8837	7.01707
CYB561A3	8.26673	8.6015	8.22176
CYB561D2	8.47428	7.97445	8.58098
CYB5A	10.9152	9.81696	10.8261
CYB5B	9.86022	10.1278	9.85757
CYB5D2	8.06303	7.38454	8.24612
CYB5R1	9.23215	8.60546	9.53596
CYB5R2	7.56769	7.87276	7.30478
CYB5R3	9.96857	10.0224	9.62867
CYB5R4	6.65092	6.88043	6.52128
CYB5RL	5.57627	5.61992	5.58123
CYBA	10.4841	11.0841	9.95893
CYBB	7.09232	7.61348	6.66842
CYBRD1	10.6203	9.2332	10.1594
CYC1	10.5533	10.8389	10.7519
CYCS	7.35394	7.65326	7.29094
CYFIP1	6.47201	6.47961	6.40171
CYFIP2	7.7656	7.64823	8.00092
CYGB	8.1928	7.80358	7.60408
CYHR1	6.09497	5.96327	6.41293
CYLC1	5.43073	5.44407	5.44788
CYLD	5.40045	5.38166	5.36736
CYMP	5.37783	5.37027	5.37098
CYP11A1	6.11611	6.08015	5.93972
CYP11B2	5.46236	5.43305	5.43536
CYP17A1	5.38751	5.39096	5.39029
CYP19A1	5.4081	5.40251	5.40242
CYP1B1	8.38855	8.69447	7.25404
CYP1B1-AS1	5.49706	5.49754	5.49698
CYP20A1	7.41515	7.44767	7.27142
CYP21A2	6.88675	5.99788	7.07163
CYP24A1	5.31367	5.36905	5.31263
CYP26A1	5.66491	5.56096	5.49938
CYP26B1	6.55121	6.98475	6.14155
CYP26C1	5.37501	5.3576	5.35334
CYP27A1	8.41167	8.84593	8.24196
CYP27B1	5.8257	6.26234	5.9699
CYP2A13	5.38205	5.41175	5.408
CYP2A7	5.56983	5.40651	5.88859
CYP2C18	5.45039	5.50526	5.49229
CYP2C19	5.42613	5.41033	5.41057
CYP2C8	5.68831	5.58211	5.90693
CYP2C9	5.27184	5.27713	5.30925
CYP2D6	5.43306	5.45129	5.45585
CYP2D7P	5.55654	5.59324	5.58072
CYP2E1	5.98086	5.80883	6.13436
CYP2F1	5.41095	5.40893	5.43348
CYP2J2	7.88768	7.93364	7.67105
CYP2R1	7.15235	6.98724	7.35453
CYP2S1	5.77194	5.88751	5.79974
CYP2U1	5.96963	5.88092	5.75908
CYP2W1	5.44049	5.42997	5.40927
CYP39A1	5.64337	5.89928	5.52588
CYP3A4	5.3403	5.34771	5.34713
CYP3A43	5.37954	5.38539	5.39646
CYP3A5	5.47255	5.47831	5.43635
CYP3A7	5.32939	5.34378	5.32228
CYP4A11	5.28784	5.28919	5.29029
CYP4B1	6.64754	5.83134	6.61256
CYP4F11	5.92941	5.6863	6.09408
CYP4F12	5.99779	5.72572	5.88829
CYP4F2	5.51222	5.47291	5.58462
CYP4F22	6.60442	5.59902	6.5267
CYP4F3	5.31995	5.30061	5.29778
CYP4F8	5.83693	5.52335	5.6929
CYP4X1	8.11171	6.67786	7.70597
CYP4Z1	8.23006	6.51742	7.40256
CYP4Z2P	6.63121	6.02519	6.17382
CYP51A1	6.26306	6.31459	6.34102
CYP7A1	5.38998	5.38965	5.39741
CYP7B1	5.4	5.41129	5.37386
CYP8B1	5.38863	5.3859	5.37967
CYR61	8.86405	8.62563	7.71097
CYS1	5.37013	5.37361	5.35397
CYSLTR1	6.4079	6.46234	6.3308
CYSRT1	6.32138	5.91098	6.77863
CYSTM1	8.33709	8.03906	8.24906
CYTH1	7.95073	8.30377	7.90406
CYTH3	6.50438	6.37541	6.2075
CYTIP	5.76672	5.97886	5.68467
CYTL1	5.89501	5.69799	5.48417
CYYR1	7.09916	7.02106	6.62495
D2HGDH	6.78985	6.59433	6.93864
DAAM1	7.37944	7.17902	7.49051
DAAM2	6.38649	6.23966	6.24346
DAB1	5.20622	5.21043	5.22431
DAB2	9.54874	9.37282	8.93788
DAB2IP	5.43986	5.45091	5.41704
DACH1	5.83091	5.50644	6.11246
DACH2	5.43791	5.46481	5.45887
DACT1	6.46148	6.16259	5.96796
DACT2	5.51517	5.55097	5.43497
DACT3	7.41021	6.84315	6.92102
DAD1	11.4785	11.2419	11.2761
DAG1	7.38724	7.25753	7.46988
DAGLA	6.10484	6.04038	6.16524
DAGLB	7.9097	7.97052	7.99312
DAK	7.02756	6.72262	7.28862
DALRD3	6.33354	6.02635	6.23063
DAND5	5.45573	5.53201	5.54098
DAO	5.35767	5.37299	5.40102
DAOA	5.33293	5.34353	5.32901
DAP	8.6903	8.79479	8.69406
DAP3	8.17306	8.21227	8.2228
DAPK1	6.56861	7.27435	6.4005
DAPK3	6.4068	6.58084	6.65295
DAPL1	5.82578	5.7182	5.79242
DAPP1	5.53906	5.61641	5.51027
DARS	11.18	11.3841	11.2946
DAW1	5.2663	5.2906	5.2732
DAXX	7.42564	7.4719	7.69337
DAZ2	5.38905	5.39882	5.40919
DAZ4	5.3092	5.33509	5.31901
DAZAP1	6.46549	6.58654	6.58587
DAZAP2	11.5793	11.2497	11.4543
DAZL	5.30138	5.34469	5.32638
DBF4	5.49638	5.51306	5.49754
DBF4B	5.43408	5.43122	5.48482
DBI	9.89783	10.0439	9.67907
DBIL5P2	5.23872	5.26059	5.26602
DBN1	7.14549	7.34453	7.1066
DBNDD1	7.572	8.04612	8.01196
DBNDD2	5.2373	5.25071	5.26248
DBNL	8.9461	9.0762	8.98897
DBP	7.71982	7.44277	7.90794
DBR1	5.77814	5.83008	5.7479
DBT	5.83662	5.82371	5.88005
DBX1	5.45299	5.43315	5.43502
DBX2	5.42484	5.39181	5.36981
DCAF11	5.65284	5.55811	5.60855
DCAF12	8.59349	8.71402	8.7076
DCAF12L1	5.39747	5.37876	5.39921
DCAF12L2	5.43806	5.42299	5.43192
DCAF13	5.55128	5.68488	5.60386
DCAF15	6.1849	6.36193	6.24006
DCAF16	7.44168	7.19161	7.44849
DCAF17	5.73977	5.84018	5.84371
DCAF4	7.0748	7.22721	7.03333
DCAF5	7.59416	7.41464	7.62249
DCAF6	6.28602	6.21915	6.37487
DCAF7	8.53037	8.96461	8.75622
DCAF8	5.45545	5.43579	5.46161
DCAF8L1	5.27595	5.27057	5.27744
DCBLD1	5.92423	6.11572	5.99565
DCBLD2	7.55401	7.71281	7.43346
DCC	5.39102	5.39046	5.38562
DCD	6.04676	6.1476	6.08484
DCDC1	5.31806	5.31234	5.32718
DCDC2	5.77458	5.52029	5.80692
DCDC2B	5.33429	5.33341	5.36203
DCDC5	6.16344	5.47256	6.77568
DCHS1	6.40296	6.32896	6.3428
DCHS2	5.31799	5.353	5.33492
DCK	6.38785	6.53775	6.34114
DCLK1	6.98313	6.51497	6.98661
DCLK2	5.73751	5.7875	5.67723
DCLRE1A	6.60623	6.62876	6.83656
DCN	11.3703	10.3705	9.63158
DCP1A	7.4331	7.30708	7.54253
DCP1B	6.14018	6.07681	6.1904
DCP2	8.29364	8.24817	8.36469
DCPS	6.53416	6.90029	6.53005
DCST1	5.47978	5.49646	5.50712
DCST2	5.37446	5.36939	5.41866
DCSTAMP	5.63342	5.99786	5.56372
DCT	5.43261	5.45448	5.43136
DCTD	8.17269	8.02374	8.1762
DCTN1	7.02722	6.9697	7.28277
DCTN2	10.2427	10.2304	10.3004
DCTN3	7.72793	7.64207	7.67905
DCTPP1	9.52514	9.47194	9.43355
DCUN1D1	6.07444	6.15351	6.0373
DCUN1D2	5.86791	5.87713	5.95788
DCUN1D3	7.53737	7.32583	7.59221
DCUN1D4	7.2992	7.377	7.38632
DCUN1D5	7.39705	7.35023	7.28871
DCX	5.60998	5.67362	5.61395
DCXR	9.71256	9.16118	9.97112
DDA1	9.43148	9.75774	9.60218
DDAH1	7.6742	7.29541	7.803
DDAH2	6.25229	6.19421	6.43459
DDB1	6.46999	6.61496	6.5044
DDB2	5.68802	5.67549	5.70435
DDC	5.52044	5.7846	5.51266
DDHD1	5.33106	5.34098	5.34468
DDHD2	6.92307	7.14387	7.00578
DDI1	5.50104	5.50668	5.49077
DDI2	5.49363	5.49956	5.49504
DDIAS	6.17842	6.87945	6.46218
DDIT3	7.36058	7.63871	7.34333
DDIT4	9.40701	9.8694	9.12966
DDIT4L	6.4329	6.36561	6.22506
DDO	5.52976	5.46714	5.53141
DDOST	8.97209	9.28146	8.89675
DDR1	5.76905	5.76075	5.82553
DDR2	6.8898	6.80339	6.50054
DDRGK1	9.61803	9.43607	9.73565
DDT	10.3137	10.4008	10.1482
DDX1	10.4337	10.4819	10.4831
DDX10	7.76146	7.9142	7.73505
DDX11	5.45535	5.49208	5.47058
DDX11L1	5.59486	5.66266	5.71016
DDX17	8.05304	7.7249	8.01142
DDX18	9.26686	9.6006	9.39536
DDX19A	7.00618	7.34032	7.00111
DDX19B	6.19471	6.30535	6.09581
DDX20	5.58979	5.59862	5.59279
DDX21	8.44767	8.74759	8.16695
DDX23	8.41067	8.41668	8.60892
DDX24	9.25448	9.01083	9.10624
DDX25	5.33851	5.35914	5.39732
DDX26B	5.36173	5.38281	5.37658
DDX27	7.36078	7.55409	7.60215
DDX28	6.70413	6.8047	6.77413
DDX31	5.70681	5.73682	5.68893
DDX39A	7.21716	7.59968	7.37802
DDX39B	5.69991	5.68494	5.76028
DDX3X	7.6074	7.57964	7.52765
DDX3Y	5.27517	5.27972	5.26868
DDX4	5.31905	5.31711	5.33106
DDX41	7.94908	8.07297	8.15396
DDX42	7.67073	7.70558	7.78403
DDX43	5.45063	5.55759	5.40129
DDX46	7.50067	7.33151	7.6333
DDX47	8.02435	8.03485	7.76092
DDX49	5.80749	6.01989	5.94978
DDX5	11.7962	11.7462	11.7836
DDX50	7.97836	8.01189	7.99912
DDX51	6.4158	6.42169	6.55414
DDX52	7.36755	7.52571	7.44861
DDX53	5.3423	5.35102	5.32834
DDX54	6.72381	6.81042	6.90551
DDX55	8.01725	8.18464	8.23965
DDX56	8.91395	8.93858	9.22229
DDX58	6.72401	6.82836	6.92945
DDX59	6.66564	6.62964	6.75977
DDX6	5.63407	5.69782	5.69987
DDX60	6.8981	6.94901	6.9965
DEAF1	6.33572	6.20908	6.46836
DEC1	5.30347	5.30634	5.31021
DECR1	9.50401	9.63683	9.48166
DECR2	8.64296	8.19582	8.98164
DEDD	7.00089	7.1613	7.06673
DEDD2	8.53807	8.60872	8.66548
DEF6	6.99219	7.23385	6.97747
DEF8	7.34129	7.69959	7.27385
DEFA3	5.31695	5.3911	5.31009
DEFA4	5.55132	5.60192	5.57781
DEFA5	5.34848	5.40132	5.35808
DEFA6	5.22473	5.21111	5.23238
DEFB1	6.83229	7.65223	5.9649
DEFB103A	5.43766	5.44402	5.4577
DEFB103B	5.405	5.4751	5.42341
DEFB104B	5.31714	5.33159	5.32318
DEFB105A	5.36056	5.35364	5.36935
DEFB106A	5.44127	5.46611	5.46531
DEFB107B	5.60235	5.62792	5.65158
DEFB108B	5.38445	5.37453	5.39527
DEFB109P1B	5.3534	5.37922	5.35378
DEFB109P2	5.46405	5.44994	5.49345
DEFB110	5.33497	5.33084	5.34384
DEFB112	5.30546	5.31526	5.31537
DEFB114	5.31662	5.32457	5.30888
DEFB117	5.40361	5.39927	5.40936
DEFB118	5.42003	5.4119	5.42099
DEFB119	5.68899	5.72208	5.71867
DEFB121	5.30079	5.27608	5.29677
DEFB122	5.37001	5.3859	5.37387
DEFB123	5.64262	5.64047	5.6873
DEFB124	5.5221	5.54274	5.47548
DEFB125	5.53859	5.53657	5.53885
DEFB126	5.24901	5.29019	5.25494
DEFB127	5.31084	5.32241	5.32495
DEFB128	5.22546	5.24471	5.25162
DEFB129	5.20078	5.23257	5.22517
DEFB131	5.73053	5.76718	5.75758
DEFB132	5.38646	5.34487	5.38453
DEFB134	5.22659	5.23112	5.25983
DEFB136	5.30427	5.28019	5.31965
DEFB4A	5.4889	5.59547	5.52148
DEGS1	9.43563	9.65282	9.23281
DEGS2	7.27989	5.85073	7.59727
DEK	8.09467	8.70534	7.87205
DENND1A	5.86439	6.08889	5.88059
DENND1B	6.47447	6.4394	6.64205
DENND1C	5.62449	5.81495	5.54945
DENND2A	6.49056	6.42048	6.36894
DENND2C	6.08624	6.13694	5.88931
DENND2D	8.76598	8.54343	8.9332
DENND3	6.14384	6.31265	6.12504
DENND4A	5.73649	5.74629	5.7733
DENND5A	9.20978	9.14086	9.11727
DENND5B	6.34349	6.20046	6.20172
DENND6A	7.76695	7.62961	7.83041
DENND6B	8.0164	7.66861	8.20092
DENR	9.63651	9.70851	9.88431
DEPDC1B	5.50826	5.77864	5.57435
DEPDC4	5.4645	5.48287	5.49434
DEPDC5	5.84884	5.89809	5.9205
DEPDC7	5.503	5.52148	5.43285
DEPTOR	7.73408	7.07385	7.5315
DERA	9.725	9.91774	9.57076
DERL1	8.53834	8.8363	8.61523
DERL2	7.98056	8.05005	7.98856
DERL3	5.70467	5.8228	5.63396
DES	5.47192	5.45759	5.44655
DESI1	7.82931	8.38503	7.98523
DESI2	8.14884	8.56237	8.05669
DET1	6.93087	6.7348	6.94582
DEXI	6.90209	6.79175	6.91096
DFFA	6.53406	6.61349	6.50906
DFFB	5.8387	5.94015	5.94009
DFNA5	7.84157	7.88976	7.28074
DFNB31	6.38065	6.23654	6.65562
DFNB59	5.67073	5.60428	5.69984
DGAT1	7.52633	7.48666	7.76533
DGAT2	6.00348	6.1894	5.91591
DGAT2L6	5.35102	5.34973	5.35587
DGCR14	6.60685	6.76696	6.6923
DGCR2	8.21401	8.16137	8.42552
DGCR6	6.69057	6.68147	6.7905
DGCR6L	10.024	9.88257	10.0018
DGCR8	7.72604	7.79638	7.90349
DGKA	5.99877	6.06704	5.93918
DGKB	5.32068	5.35022	5.32568
DGKD	5.72367	5.63998	5.77531
DGKE	5.4818	5.51123	5.5602
DGKG	5.32014	5.38594	5.3189
DGKH	5.45583	5.46518	5.44155
DGKI	5.42279	5.38293	5.38575
DGKK	5.3167	5.32243	5.3273
DGKQ	7.72692	7.68253	7.92577
DGKZ	5.35156	5.34364	5.34341
DGUOK	10.0646	10.2493	10.041
DHCR24	8.42176	8.00804	8.82582
DHCR7	7.63099	8.6477	8.18275
DHDDS	7.03765	7.03876	7.02866
DHDH	5.95645	6.38685	6.19524
DHFR	5.7888	5.91683	5.80733
DHH	5.49597	5.47133	5.46263
DHODH	5.49543	5.55581	5.51184
DHPS	8.39889	8.32121	8.79941
DHRS1	9.39857	8.99564	9.43317
DHRS11	7.57814	7.84929	7.78015
DHRS12	5.9924	5.96714	6.02523
DHRS13	6.05082	6.13105	6.33845
DHRS2	6.08585	5.73175	6.32433
DHRS3	8.60944	8.68455	8.22632
DHRS4	7.10809	6.85211	7.23961
DHRS4L1	6.56577	6.39891	6.6539
