TCGA-A5-A0G3	0.761428
TCGA-A5-A0G5	0.708399
TCGA-A5-A0G9	0.576134
TCGA-A5-A0GA	0.634631
TCGA-A5-A0GB	0.547384
TCGA-A5-A0GD	0.778704
TCGA-A5-A0GE	0.765828
TCGA-A5-A0GH	0.608972
TCGA-A5-A0GI	0.697971
TCGA-A5-A0GJ	0.752971
TCGA-A5-A0GM	0.758519
TCGA-A5-A0GN	0.756364
TCGA-A5-A0GP	0.456747
TCGA-A5-A0GQ	0.745922
TCGA-A5-A0GU	0.76461
TCGA-A5-A0GV	0.759415
TCGA-A5-A0GW	0.634287
TCGA-A5-A0GX	0.764551
TCGA-A5-A0R6	0.758856
TCGA-A5-A0R7	0.742007
TCGA-A5-A0R8	0.742004
TCGA-A5-A0R9	0.757332
TCGA-A5-A0RA	0.749041
TCGA-A5-A0VO	0.746796
TCGA-A5-A0VP	0.466448
TCGA-A5-A0VQ	0.629978
TCGA-AJ-A23M	0.746473
TCGA-AP-A051	-0.0387848
TCGA-AP-A052	0.760214
TCGA-AP-A053	0.762176
TCGA-AP-A054	0.524732
TCGA-AP-A056	-0.0295483
TCGA-AP-A059	-8.64453e-05
TCGA-AP-A05A	0.742565
TCGA-AP-A05D	0.760181
TCGA-AP-A05H	0.739194
TCGA-AP-A05J	0.76287
TCGA-AP-A05N	0.643131
TCGA-AP-A05P	0.754332
TCGA-AP-A0L8	0.746832
TCGA-AP-A0L9	0.748782
TCGA-AP-A0LD	0.602483
TCGA-AP-A0LE	0.576765
TCGA-AP-A0LF	0.676927
TCGA-AP-A0LG	0.613254
TCGA-AP-A0LH	0.65427
TCGA-AP-A0LI	0.733195
TCGA-AP-A0LJ	0.764734
TCGA-AP-A0LL	0.761454
TCGA-AP-A0LM	0.00361687
TCGA-AP-A0LN	0.755755
TCGA-AP-A0LO	0.762493
TCGA-AP-A0LP	0.649137
TCGA-AP-A0LQ	0.754438
TCGA-AP-A0LT	0.559549
TCGA-AP-A0LV	0.770591
TCGA-AP-A1DQ	0.778404
TCGA-AX-A05S	0.611296
TCGA-AX-A05T	0.762876
TCGA-AX-A05U	0.77343
TCGA-AX-A05W	0.758857
TCGA-AX-A05Y	0.715506
TCGA-AX-A05Z	-0.110513
TCGA-AX-A060	0.575014
TCGA-AX-A062	0.771971
TCGA-AX-A063	0.549581
TCGA-AX-A064	0.659954
TCGA-AX-A06B	0.764874
TCGA-AX-A06H	0.602231
TCGA-AX-A06L	0.776111
TCGA-AX-A0IS	0.721059
TCGA-AX-A0IU	0.751946
TCGA-AX-A0IW	0.753179
TCGA-AX-A0J0	-0.0539334
TCGA-AX-A0J1	-0.174106
TCGA-AX-A1C7	0.768259
TCGA-AX-A1C8	0.749978
TCGA-AX-A1CP	0.772377
TCGA-AX-A2H5	0.756982
TCGA-AX-A2HF	0.772642
TCGA-B5-A0JN	0.707108
TCGA-B5-A0JR	0.556764
TCGA-B5-A0JS	0.771289
TCGA-B5-A0JT	0.766148
TCGA-B5-A0JV	0.595971
TCGA-B5-A0JY	0.0186997
TCGA-B5-A0JZ	0.592828
TCGA-B5-A0K0	0.773227
TCGA-B5-A0K1	0.757376
TCGA-B5-A0K2	0.576132
TCGA-B5-A0K3	0.753106
TCGA-B5-A0K4	0.758741
TCGA-B5-A0K6	0.612645
TCGA-B5-A0K7	0.694666
