	Cluster_0	Cluster_1	Cluster_2
FAM174B	9.224190681003583	8.868264516129033	7.78165234375
FAM175A	5.227371684587814	5.238709032258065	5.2435484375
FAM175B	8.423147311827956	8.436385161290323	8.3928296875
FAM177A1	6.214786738351255	6.260002580645162	6.14874921875
FAM177B	5.434946236559139	5.419407741935483	5.401346875000001
FAM178A	8.700347311827956	8.458865806451612	8.228136718750001
FAM178B	5.877559139784946	5.722884516129032	5.93155625
FAM179A	5.450093548387096	5.448116774193548	5.47109609375
FAM179B	6.569916129032259	6.393829032258065	6.0920140625000005
FAM180A	5.4521	5.604994838709677	5.626311718749999
FAM180B	5.679820071684588	5.797736774193549	5.75162890625
FAM181A	5.467745161290322	5.482172258064517	5.46359296875
FAM181B	5.558568817204302	5.564601935483871	5.5289015625
FAM182A	5.470879211469534	5.4588658064516125	5.450432812500001
FAM183A	7.1963483870967755	6.814987096774193	6.44957421875
FAM184A	6.13389605734767	6.071199999999999	6.28233828125
FAM185A	6.150598924731183	6.175976774193548	6.104940625
FAM186B	5.445162007168458	5.4592967741935485	5.43099296875
FAM187B	5.27159641577061	5.2688225806451605	5.29668125
FAM188A	7.837960215053763	7.832029032258063	7.68209375
FAM188B	6.346097849462366	6.4168477419354835	6.61723046875
FAM189A1	6.1025939068100366	6.101625161290323	5.83636953125
FAM189A2	6.786688888888889	6.972369032258065	6.390469531250001
FAM189B	5.858443369175627	5.7698322580645165	5.87841875
FAM192A	5.407260931899641	5.3751464516129035	5.39145234375
FAM193A	7.276248028673836	7.0367264516129024	7.060284375
FAM193B	5.864383870967742	5.762583225806451	5.79878515625
FAM195A	7.256444444444445	7.0788070967741925	7.0580453125
FAM196A	6.450292473118279	6.302865806451613	6.178388281249999
FAM198A	5.522573476702508	5.53713806451613	5.46358515625
FAM198B	8.496701075268817	8.580465161290324	7.39810625
FAM199X	6.136435842293907	6.066213548387097	6.0545976562499995
FAM19A1	5.2859175627240145	5.292703870967742	5.298246875
FAM19A2	5.5432028673835125	5.522625161290323	5.50259609375
FAM19A3	5.313929390681003	5.306641935483872	5.3923109375
FAM19A4	5.530824372759857	5.516396129032258	5.5329875
FAM19A5	5.458090322580646	5.4441425806451615	5.425534375
FAM204A	6.143877419354839	5.998039354838709	5.92417421875
FAM205B	5.402170967741935	5.393573548387097	5.4091328125
FAM206A	7.4628842293906805	7.3996922580645155	7.361215625
FAM207A	6.296599283154122	6.280385161290322	6.47740859375
FAM208A	6.326171326164874	6.371843870967742	6.364046875
FAM209A	5.456653046594981	5.470389677419354	5.47046484375
FAM209B	5.5905763440860206	5.580596774193549	5.59411015625
FAM20A	5.614535483870968	5.884371612903226	6.07829921875
FAM20B	7.941340860215054	8.863723225806451	8.85181875
FAM20C	6.042834050179211	6.148630322580645	6.274495312499999
FAM210A	6.055316487455197	6.1653180645161285	6.39100703125
FAM210B	8.742672043010753	8.664500645161292	8.6442140625
FAM212A	6.608477777777778	6.883889032258065	6.6496390625
FAM212B	5.401598207885305	5.413195483870968	5.4177867187499995
FAM213A	8.939607168458782	8.880379354838709	8.98116796875
FAM214A	8.469158064516128	8.179730967741937	7.332957031249999
FAM214B	7.441978136200715	7.237604516129032	7.34803046875
FAM216A	6.3348982078853044	6.333803225806451	6.58186015625
FAM217A	5.353554480286739	5.353935483870968	5.348739062499999
FAM217B	7.810245519713262	7.699357419354839	7.804303125000001
FAM218A	5.66105376344086	5.660861935483871	5.700909375
FAM219A	6.171600000000001	6.023017419354839	6.19686875
FAM219B	8.034436559139785	7.851572903225806	7.63339453125
FAM21A	5.671050537634408	5.6853206451612905	5.667671875
FAM21B	5.805859856630825	5.749743870967742	5.76766171875
FAM21C	6.180220430107527	6.170714838709676	6.224725781250001
FAM220A	6.806093548387096	6.856073548387098	6.86501875
FAM221A	6.010009318996416	5.872948387096774	5.868588281249999
FAM221B	5.665353405017922	5.626702580645161	5.485128125
FAM222A	6.479006451612904	6.058860645161291	6.029278124999999
FAM222B	8.185107168458782	7.999870967741937	8.166075000000001
FAM225A	6.022063440860214	6.034057419354839	6.066149218750001
FAM225B	5.4551283154121855	5.446845161290322	5.445925781250001
FAM227B	5.409872759856631	5.381049677419354	5.35506953125
FAM228A	5.49553476702509	5.498943870967741	5.495528125000001
FAM23B	5.45399605734767	5.477363870967742	5.5494421875
FAM24A	5.3252534050179205	5.307094193548387	5.32620859375
FAM24B	6.138160931899643	6.114163870967742	6.2634015624999995
FAM25A	5.303278853046595	5.300576129032258	5.3112296875
FAM26D	5.371513978494623	5.349249032258064	5.365435156249999
FAM26E	5.5321304659498205	5.629013548387097	5.58031484375
