MB-0002	0
MB-0010	1
MB-0036	0
MB-0059	1
MB-0060	0
MB-0101	0
MB-0109	0
MB-0111	1
MB-0114	0
MB-0115	1
MB-0123	0
MB-0125	0
MB-0126	1
MB-0128	0
MB-0130	1
MB-0131	2
MB-0136	0
MB-0138	2
MB-0142	0
MB-0145	0
MB-0148	2
MB-0149	0
MB-0150	0
MB-0152	2
MB-0153	2
MB-0154	1
MB-0155	2
MB-0157	2
MB-0158	2
MB-0159	0
MB-0164	0
MB-0168	0
MB-0169	2
MB-0171	0
MB-0174	2
MB-0175	2
MB-0180	2
MB-0184	2
MB-0192	1
MB-0201	2
MB-0204	1
MB-0205	1
MB-0209	1
MB-0214	0
MB-0215	0
MB-0222	2
MB-0224	2
MB-0225	2
MB-0227	0
MB-0229	0
MB-0230	0
MB-0231	2
MB-0232	0
MB-0234	2
MB-0236	0
MB-0239	0
MB-0242	0
MB-0245	2
MB-0248	1
MB-0249	1
MB-0253	1
MB-0258	2
MB-0260	0
MB-0263	0
MB-0270	0
MB-0275	1
MB-0279	0
MB-0280	0
MB-0286	2
MB-0290	2
MB-0293	1
MB-0294	1
MB-0299	2
MB-0303	0
MB-0308	0
MB-0311	0
MB-0312	0
MB-0316	0
MB-0318	0
MB-0320	0
MB-0325	2
MB-0327	2
MB-0335	0
MB-0347	0
MB-0348	2
MB-0356	0
MB-0365	2
MB-0366	0
MB-0372	0
MB-0377	2
MB-0381	2
MB-0383	0
MB-0394	2
MB-0396	2
MB-0397	0
MB-0401	2
MB-0402	1
MB-0403	0
MB-0405	0
MB-0407	2
MB-0410	0
MB-0414	0
MB-0420	0
MB-0421	0
MB-0423	0
MB-0432	0
MB-0436	0
MB-0439	2
MB-0443	0
MB-0446	2
MB-0451	1
MB-0452	0
MB-0454	0
MB-0455	0
MB-0460	1
MB-0462	0
MB-0463	0
MB-0467	0
MB-0471	2
MB-0472	2
MB-0475	0
MB-0476	0
MB-0479	0
MB-0480	2
MB-0481	2
MB-0486	0
MB-0487	1
MB-0488	2
MB-0489	2
MB-0491	0
MB-0492	2
MB-0497	2
MB-0500	0
MB-0501	2
MB-0503	0
MB-0504	0
MB-0507	2
MB-0508	0
MB-0509	0
MB-0511	1
MB-0516	0
MB-0517	2
MB-0524	2
MB-0525	0
MB-0535	0
MB-0536	0
MB-0539	0
MB-0540	1
MB-0541	2
MB-0547	2
MB-0554	0
MB-0558	0
MB-0559	0
MB-0570	2
MB-0571	0
MB-0573	2
MB-0577	0
MB-0583	0
MB-0584	0
MB-0588	0
MB-0591	0
MB-0592	2
MB-0596	1
MB-0605	1
MB-0606	0
MB-0611	0
MB-0613	1
MB-0617	0
MB-0618	2
MB-0628	2
MB-0630	0
MB-0632	0
MB-0635	2
MB-0637	1
MB-0640	0
MB-0642	0
MB-0654	1
MB-0655	2
MB-0656	0
MB-0657	2
MB-0659	2
MB-0661	1
MB-0662	2
MB-0663	1
MB-0869	0
MB-0874	2
MB-0876	1
MB-0880	2
MB-0907	0
MB-4000	2
MB-4001	2
MB-4003	0
MB-4004	2
MB-4011	2
MB-4012	2
MB-4120	1
MB-4139	2
MB-4140	0
MB-4141	2
MB-4145	0
MB-4154	0
MB-4171	0
MB-4212	0
MB-4230	2
MB-4266	0
MB-4289	2
MB-4293	2
MB-4343	2
MB-4408	2
MB-4421	2
MB-4529	0
MB-4616	0
MB-4618	2
MB-4630	1
MB-4639	2
MB-4640	2
MB-4643	1
MB-4648	2
MB-4649	0
MB-4651	0
MB-4653	1
MB-4654	0
MB-4661	2
MB-4663	0
MB-4665	2
MB-4667	2
MB-4669	0
MB-4670	2
MB-4671	0
MB-4672	2
MB-4675	0
MB-4679	1
MB-4681	0
MB-4682	2
MB-4691	0
MB-4692	0
MB-4694	0
MB-4696	0
MB-4697	2
MB-4701	2
MB-4702	0
MB-4704	1
MB-4705	0
MB-4706	0
MB-4707	0
MB-4709	2
MB-4710	0
MB-4712	0
MB-4716	0
MB-4717	2
MB-4718	2
MB-4722	0
MB-4723	0
MB-4724	2
MB-4730	2
