	Cluster_0	Cluster_1	Cluster_2
NQO2	7.13387326007326	7.1933377192982455	7.161253714285715
NR0B1	5.413306227106227	5.4072350877192985	5.431319428571428
NR0B2	5.250517948717949	5.261898245614034	5.270475428571428
NR1D1	5.479460805860806	5.495780701754386	5.534645714285714
NR1D2	5.9517457875457875	5.917796491228071	5.991009142857141
NR1H2	7.8422772893772885	7.8083096491228074	7.946657142857143
NR1H3	8.38617728937729	8.689543859649122	8.33218
NR1H4	5.344301831501832	5.41564649122807	5.346490857142857
NR1I2	5.3529296703296705	5.354380701754387	5.35946
NR1I3	5.301089377289378	5.317337719298246	5.298099428571429
NR2C1	6.121979487179487	6.1617964912280705	6.1616291428571435
NR2C2	6.044788644688644	6.31456754385965	6.140332571428571
NR2C2AP	7.553633699633699	7.623853508771929	7.865544571428571
NR2E1	5.514639194139195	5.5744377192982455	5.554628
NR2E3	5.255537362637362	5.240140350877194	5.281543428571429
NR2F1	7.593560439560441	7.154039473684211	6.787245142857142
NR2F2	7.364370695970695	6.988119298245614	7.196997714285715
NR2F6	8.404947252747252	8.308013157894734	8.73313942857143
NR3C1	5.714013186813187	5.748386842105263	5.658513714285714
NR3C2	6.074462637362638	6.0810894736842105	5.979454285714285
NR4A1	5.526684615384616	5.491318421052631	5.473163428571429
NR4A2	7.076156776556776	6.488771929824562	7.217939999999999
NR4A3	5.350549816849817	5.355665789473684	5.33612057142857
NR5A1	5.344191208791209	5.354800877192982	5.337838285714286
NR5A2	5.778901098901098	5.715557017543859	5.626033714285715
NR6A1	5.39221978021978	5.398009649122808	5.4178440000000005
NRAP	5.342945054945054	5.341761403508771	5.349310857142857
NRARP	5.722669230769231	5.725765789473685	5.778125714285714
NRAS	7.179004761904762	7.52265	7.100643428571428
NRBF2	7.422633333333333	7.788178947368422	7.176245142857144
NRBP1	6.681996336996336	6.827018421052631	6.749226857142857
NRCAM	5.62844652014652	5.579291228070176	5.784002285714287
NRD1	9.681872527472528	9.969541228070176	9.792049714285715
NRDE2	8.079190842490842	7.748069298245614	8.064172
NREP	9.9748673992674	9.6631649122807	9.403487428571427
NRF1	5.483774358974359	5.475969298245614	5.479424571428571
NRG1	5.413093406593407	5.424619298245613	5.390569714285714
NRG2	5.4759765567765575	5.490228070175438	5.480783999999999
NRG3	5.483027838827838	5.523018421052631	5.500983428571428
NRG4	5.366279120879121	5.454363157894737	5.374925142857143
NRGN	5.70769706959707	5.73412807017544	5.713508571428572
NRIP1	9.353623443223444	8.78013947368421	9.513626857142858
NRIP2	5.799156776556777	5.701324561403509	5.716529142857142
NRK	5.875096703296703	5.872664912280701	5.907728000000001
NRM	6.428131135531135	6.645580701754386	6.503369142857143
NRN1	5.395722344322345	5.508514035087719	5.359943428571429
NRN1L	5.467045421245421	5.458262280701753	5.493419428571428
NRP1	7.277648351648351	7.324385087719298	6.909451428571429
