	Cluster_0	Cluster_1	Cluster_2
A1BG	5.45498	5.46076	5.41729
A1CF	5.35731	5.34923	5.3708
A2M	7.15224	7.44757	7.40874
A3GALT2	5.29787	5.30598	5.3012
A4GALT	6.43804	6.56499	6.47958
A4GNT	5.43825	5.44982	5.45995
AAAS	6.27082	6.08679	6.08038
AACS	7.58128	7.64852	7.40403
AADAC	5.33038	5.45549	5.37774
AADACL2	5.36149	5.36928	5.34881
AADACL3	5.37501	5.35536	5.35751
AADACL4	5.36059	5.34519	5.34321
AADAT	5.34856	5.38661	5.39968
AAED1	6.43757	6.76319	6.7466
AAK1	5.53992	5.55213	5.54478
AAMDC	8.35289	8.00655	7.8692
AAMP	6.7017	6.57503	6.80891
AANAT	5.26769	5.25129	5.26137
AAR2	8.82628	8.73584	8.653
AARS	10.5617	10.9183	11.2467
AARS2	7.29042	7.27459	7.55726
AARSD1	8.14404	7.76403	7.96138
AASDH	7.1603	7.07527	6.98375
AASDHPPT	6.96719	6.94516	6.88969
AASS	5.75844	5.76561	5.75583
AATF	8.68612	8.63813	8.64472
AATK	5.43898	5.43452	5.41619
ABAT	5.65348	5.45743	5.40446
ABCA1	9.22567	9.69362	9.2586
ABCA10	5.51747	5.49046	5.46419
ABCA12	5.53821	5.64437	5.427
ABCA13	5.32411	5.38809	5.74637
ABCA2	5.3462	5.38569	5.35855
ABCA3	7.99757	7.07861	6.98642
ABCA4	6.30662	6.18835	6.57259
ABCA5	5.94578	5.95434	5.83583
ABCA6	6.09248	6.40878	5.86672
ABCA7	5.43173	5.42365	5.40133
ABCA8	5.84734	6.01203	5.64596
ABCA9	5.51262	5.53803	5.48
ABCB1	5.79888	6.10004	5.66425
ABCB10	7.03634	6.95782	7.26343
ABCB11	5.46957	5.47065	5.45728
ABCB4	5.5315	5.70819	5.47158
ABCB5	5.16524	5.1962	5.14576
ABCB6	7.27364	7.33729	7.38522
ABCB7	7.65429	7.5529	7.58054
ABCB8	5.55262	5.47873	5.47857
ABCB9	7.13793	7.11913	7.05333
ABCC1	5.86728	5.99535	5.9728
ABCC10	6.30581	6.40293	6.54731
ABCC11	6.11954	6.62364	5.50957
ABCC12	6.19861	6.60593	5.72323
ABCC13	5.67601	5.50622	5.47411
ABCC2	5.55474	5.78042	5.61608
ABCC3	5.44495	5.46719	5.43399
ABCC4	5.87375	6.51744	6.21887
ABCC5	8.11374	7.49798	7.34373
ABCC6	5.5044	5.49577	5.38535
ABCC8	7.06474	5.95604	5.36481
ABCC9	5.49892	5.57207	5.54312
ABCD1	5.95114	6.08217	6.1689
ABCD2	5.40008	5.43256	5.38751
ABCD3	7.12987	6.54096	6.71281
ABCD4	5.52833	5.51485	5.48632
ABCE1	7.77191	7.85881	8.13313
ABCF1	8.30038	8.43086	8.7732
ABCF2	6.37454	6.4897	6.62037
ABCF3	6.59773	6.55267	6.65102
ABCG1	5.54356	5.54292	5.52975
ABCG2	5.40042	5.3582	5.31893
ABCG4	5.49203	5.52228	5.51323
ABCG5	5.76137	5.75042	5.78893
ABCG8	5.38612	5.38312	5.3797
ABHD1	5.82978	5.52878	5.59551
ABHD11	6.91283	7.07866	6.81333
ABHD12	7.55269	7.37715	7.46679
ABHD12B	5.6219	5.47629	5.4589
ABHD13	5.42626	5.42662	5.43423
ABHD14A	7.94658	7.65768	7.24264
ABHD14B	7.09427	6.93428	6.62761
ABHD15	6.40812	6.59388	6.09264
ABHD16A	8.58161	8.52764	8.53743
ABHD16B	5.32052	5.3334	5.3209
ABHD17A	5.77022	5.79131	5.74085
ABHD17B	5.86538	5.95302	6.07425
ABHD17C	9.4923	8.96396	9.46291
ABHD2	5.55653	5.48908	5.51369
ABHD3	7.46578	7.37185	7.26501
ABHD4	6.44973	6.38497	6.1559
ABHD5	6.80201	6.90209	6.98647
ABHD6	6.30824	6.64058	6.20797
ABHD8	8.28745	8.13049	8.25285
ABI1	6.39248	6.55648	6.5385
ABI2	5.98386	5.8828	6.07896
ABI3	6.46853	6.92162	6.56213
ABI3BP	6.79154	7.7101	6.52449
ABL1	5.67628	5.71069	5.68183
ABL2	5.64646	5.73514	5.74198
ABLIM1	6.74624	7.0129	6.81959
ABLIM2	6.25409	6.14019	6.12289
ABLIM3	6.28804	6.01858	5.60124
ABO	5.3387	5.33275	5.34157
ABR	5.68984	5.63733	5.61188
ABRA	5.40472	5.41966	5.38563
ABRACL	7.35518	8.00747	8.406
ABT1	5.76888	5.8177	5.88648
ABTB1	7.27644	7.23315	6.95869
ABTB2	5.61793	5.75959	6.23267
ACAA1	8.64117	8.57042	8.23947
ACACA	8.87365	8.75894	8.43908
ACACB	8.00624	7.7684	7.12087
ACAD10	6.8733	6.70774	6.68269
ACAD11	8.03109	7.84689	7.76659
ACAD8	6.4496	6.55444	6.36371
ACAD9	8.34222	8.25039	8.49949
ACADL	5.40203	5.64935	5.45275
ACADM	8.41318	8.7133	8.41279
ACADSB	6.41295	5.81869	5.67494
ACADVL	9.0724	8.84181	8.83751
ACAN	5.42322	5.41394	5.46498
ACAP1	6.37809	7.3517	6.75008
ACAP2	6.72731	6.88075	6.82093
ACAP3	5.74682	5.77637	5.65867
ACAT1	9.3639	9.30892	9.03521
ACAT2	6.48845	6.58004	6.87356
ACBD3	8.93781	8.78483	9.04636
ACBD4	5.81024	5.70917	5.65845
ACBD5	5.56653	5.58814	5.60397
ACBD6	7.81167	7.55103	7.83665
ACCS	6.37786	6.32356	6.26559
ACCSL	5.44983	5.44754	5.47198
ACD	7.48732	7.59578	7.6465
ACE	5.38658	5.39625	5.37412
ACE2	5.46878	6.27438	5.97841
ACER1	5.36388	5.37421	5.38651
ACER2	5.56116	5.52809	5.48416
ACER3	7.94808	8.02269	7.93315
ACHE	5.47282	5.53179	5.49171
ACIN1	8.81803	8.58283	8.50387
ACKR1	7.44691	8.50199	6.74506
ACKR2	5.49856	5.39963	5.49984
ACKR3	7.77804	7.90013	7.38795
ACKR4	5.41804	5.44486	5.42035
ACLY	9.71511	9.53907	9.32589
ACMSD	6.54786	6.24691	6.08619
ACN9	7.05381	7.54566	7.65729
ACO1	9.345	9.62258	9.37615
ACO2	7.54643	7.66201	7.59712
ACOT1	6.43435	6.32423	6.05537
ACOT11	5.74193	5.75016	5.91898
ACOT12	5.42657	5.44117	5.4214
ACOT13	8.36609	8.58753	8.6946
ACOT2	6.1759	6.18373	6.0056
ACOT4	8.50347	7.72467	6.85611
ACOT6	5.304	5.3897	5.25051
ACOT7	5.45287	5.45904	5.46528
ACOT8	6.13042	6.08281	6.1045
ACOT9	6.57298	7.11527	7.22137
ACOX1	5.47068	5.49443	5.48562
ACOX2	8.99581	8.31555	6.47706
ACOX3	8.23285	8.05192	7.82499
ACOXL	5.30859	5.2823	5.29748
ACP1	9.40695	9.44313	9.58087
ACP2	7.85456	8.00486	7.91873
ACP5	6.96548	7.64427	7.03991
ACP6	7.08241	6.88834	6.76694
ACPP	5.52107	5.74559	5.51783
ACPT	5.95773	5.96891	5.95084
ACR	5.50181	5.51942	5.50669
ACRBP	5.57384	5.62548	5.58678
ACRC	5.87068	5.9418	5.86611
ACRV1	5.49508	5.52947	5.58817
ACSBG1	5.43229	5.71854	5.5399
ACSBG2	5.39092	5.39718	5.37562
ACSF2	7.08665	6.71973	6.29284
ACSF3	5.5569	5.57541	5.56323
ACSL1	6.8616	7.73361	7.17256
ACSL3	7.37405	7.21461	7.03386
ACSL4	6.04522	6.24451	6.28298
ACSL5	5.47525	5.56225	5.49405
ACSL6	5.39058	5.39904	5.42672
ACSM1	5.3804	5.5572	5.30248
ACSM2B	5.35699	5.349	5.34229
ACSM3	5.59224	5.74107	5.656
ACSM4	5.37223	5.34059	5.35646
ACSM5	5.67285	5.73911	5.56152
ACSS1	7.09807	6.79444	6.82653
ACSS2	5.69305	5.77205	5.66255
ACSS3	5.36994	5.38005	5.31013
ACTA1	6.27105	6.32213	6.75882
ACTA2	12.6488	12.8857	12.6155
ACTB	13.3684	13.5946	13.612
ACTBL2	5.17293	5.20205	5.17642
ACTC1	5.37233	5.43942	5.36857
ACTG1	13.082	13.0855	13.1555
ACTG2	8.64564	9.19911	10.0016
ACTL10	5.87182	5.70955	5.70186
ACTL6A	8.91615	8.81702	9.49021
ACTL6B	5.52833	5.43154	5.42318
ACTL7A	5.35826	5.38477	5.32668
ACTL7B	5.65354	5.64687	5.73295
ACTL8	5.52928	5.55837	5.67824
ACTL9	5.31418	5.3229	5.30357
ACTN1	10.7095	10.7871	11.0475
ACTN2	5.97533	5.90656	5.98993
ACTN3	5.34508	5.36316	5.33913
ACTN4	9.96627	9.80965	10.4186
ACTR10	8.70101	8.74064	8.425
ACTR1A	9.27822	9.43762	9.09114
ACTR1B	7.80461	7.71829	7.7712
ACTR2	10.3004	10.719	10.5532
ACTR3	7.15341	7.69255	7.71028
ACTR3B	5.39388	5.39186	5.38228
ACTR3BP2	5.42603	5.40594	5.42753
ACTR3BP5	5.40383	5.37705	5.40775
ACTR5	7.17226	7.13468	7.11257
ACTR6	7.87817	7.87066	8.0537
ACTR8	6.17113	6.07618	6.05706
ACTRT1	6.08552	6.12069	6.08271
ACTRT2	5.28115	5.26353	5.27513
ACTRT3	5.68336	5.69675	5.88259
ACVR1	8.60558	8.92112	8.5382
ACVR1B	5.5723	5.60273	5.58646
ACVR1C	5.33475	5.33941	5.32536
ACVR2A	6.15349	6.36413	6.21417
ACVR2B	5.46058	5.38569	5.45462
ACVRL1	6.19945	6.63175	6.17959
ACY1	8.28969	8.06647	7.72428
ACY3	5.4412	5.70955	5.46143
ACYP1	5.9473	5.87909	5.97534
ACYP2	6.62921	6.63231	6.74363
ADA	7.36377	8.21499	7.88204
ADAD1	5.24965	5.25179	5.25124
ADAD2	5.36897	5.40106	5.3757
ADAL	6.03989	5.87165	5.77801
ADAM10	6.09179	6.15487	6.08849
ADAM11	5.38921	5.36187	5.43359
ADAM12	5.52384	5.61503	5.48567
ADAM15	7.82049	7.9592	8.12871
ADAM17	6.17566	6.34508	6.53459
ADAM18	5.41328	5.40885	5.42406
ADAM19	5.50714	5.57098	5.52169
ADAM2	5.48614	5.4818	5.45443
ADAM20	5.26721	5.27191	5.28691
ADAM21	5.52654	5.53397	5.54485
ADAM22	5.38553	5.40444	5.36529
ADAM23	5.45704	5.4883	5.47122
ADAM28	5.62047	5.85353	5.63724
ADAM29	5.45027	5.45638	5.47293
ADAM30	5.33927	5.30832	5.33315
ADAM32	5.5643	5.45378	5.64473
ADAM33	5.59576	5.61238	5.57033
ADAM5	5.3187	5.30071	5.28711
ADAM6	5.44708	5.45668	5.44742
ADAM7	5.73761	6.27826	5.82886
ADAM8	6.53647	6.7906	6.86515
ADAM9	6.52311	6.90528	6.7865
ADAMDEC1	6.06211	7.39556	6.98121
ADAMTS1	6.14915	6.64532	6.65115
ADAMTS10	5.41692	5.39054	5.39907
ADAMTS12	5.32358	5.31614	5.3214
ADAMTS13	5.46715	5.44039	5.45916
ADAMTS14	5.40536	5.42148	5.39399
ADAMTS15	5.42737	5.41423	5.40072
ADAMTS16	5.41007	5.3847	5.42623
ADAMTS17	5.53227	5.5612	5.54027
ADAMTS18	5.43189	5.42581	5.42956
ADAMTS2	5.65643	5.82226	5.66209
ADAMTS20	5.31148	5.31177	5.30048
ADAMTS3	5.30446	5.32271	5.3445
ADAMTS5	5.64133	5.76943	5.73437
ADAMTS6	5.78153	5.7323	5.66873
ADAMTS7	5.52637	5.57697	5.63406
ADAMTS8	5.50714	5.56094	5.42827
ADAMTS9	6.57668	6.99158	7.01547
ADAMTSL1	5.4122	5.43955	5.41038
ADAMTSL2	7.42859	7.4248	6.96289
ADAMTSL3	5.65337	5.71441	5.60644
ADAMTSL4	5.60212	5.79246	5.71382
ADAMTSL4-AS1	5.40086	5.38743	5.38752
ADAP1	8.51224	8.25956	8.21534
ADAP2	8.14279	8.70086	8.23139
ADAR	9.9018	9.59029	9.891
ADARB1	6.53649	6.75914	6.90387
ADARB2	5.48398	5.4986	5.5187
ADARB2-AS1	5.44965	5.45646	5.45053
ADAT2	5.55728	5.5459	5.6098
ADCK1	6.84831	6.81024	6.67406
ADCK2	8.93976	8.74287	8.77112
ADCK3	6.8853	6.81289	7.02631
ADCK4	6.65496	6.27477	6.40556
ADCK5	6.48187	6.36642	6.50212
ADCY1	6.77094	5.84924	5.77282
ADCY10	5.43161	5.44874	5.41835
ADCY2	5.94934	5.99398	6.00757
ADCY3	9.36475	9.58343	9.7763
ADCY4	7.1788	7.44223	6.63033
ADCY5	5.40089	5.36803	5.26923
ADCY6	7.27431	6.75987	6.6884
ADCY7	6.18496	6.52982	6.42621
ADCY8	5.30821	5.28606	5.29843
ADCY9	7.35524	6.66017	6.3743
ADCYAP1	5.87436	5.96569	5.93583
ADCYAP1R1	5.34102	5.35567	5.32416
ADD1	8.74642	8.6293	8.41795
ADD2	5.35328	5.35431	5.4045
ADD3	6.71805	7.50469	6.95918
ADGB	5.51921	5.50201	5.49275
ADH1A	7.03539	7.88831	6.31545
ADH1C	5.57214	6.10167	5.39056
ADH4	5.37747	5.41914	5.38014
ADH5	5.67496	5.61482	5.66398
ADH6	5.48005	5.49014	5.47803
ADH7	5.31895	5.32799	5.37367
ADHFE1	6.65309	6.47823	6.3984
ADI1	5.51236	5.47719	5.61441
ADIG	5.42725	5.4331	5.44018
ADIPOR1	9.07894	8.68568	8.85993
ADIPOR2	9.7754	9.13134	9.41372
ADIRF	11.9297	10.9044	9.33157
ADK	6.03528	6.04945	6.05773
ADM	7.8437	8.84888	9.50465
ADNP	6.96018	6.79363	6.95034
ADNP2	7.88323	7.85793	7.98542
ADO	7.94263	7.98204	7.91685
ADORA1	5.49528	5.46984	5.51312
ADORA2A	6.80222	6.70578	6.49061
ADORA2B	5.78436	6.05023	6.61556
ADORA3	6.72307	6.90916	6.73427
ADPGK	8.10646	8.29777	8.26017
ADPRH	5.92376	6.0101	5.91537
ADPRHL1	5.72428	5.59016	5.65041
ADPRHL2	7.03227	7.06064	7.45282
ADPRM	6.4046	6.42627	6.3617
ADRA1A	5.37101	5.38028	5.36394
ADRA1B	5.77694	5.74185	5.75002
ADRA1D	5.81036	5.87016	5.71998
ADRA2A	6.31931	6.36323	5.85079
ADRA2B	5.8342	5.87951	5.94616
ADRA2C	5.61265	5.62829	5.62508
ADRB1	5.37737	5.30777	5.33529
ADRB2	6.48245	7.03173	6.19228
ADRB3	5.37968	5.39886	5.36287
ADRBK2	5.39867	5.37944	5.37486
ADRM1	8.82317	9.01567	9.24081
ADSL	9.55355	9.844	10.1
ADSS	8.44132	8.28138	8.45935
ADSSL1	5.65461	5.62623	5.6539
ADTRP	5.5887	5.9045	6.04625
AEBP1	10.4258	10.4286	9.82816
AEBP2	6.4359	6.36108	6.64165
AEN	7.79799	7.99684	7.95222
AES	9.94392	9.76532	9.50693
AFAP1	6.32882	6.38798	6.35454
AFAP1L2	6.83076	6.71618	6.53811
AFF1	6.37754	6.35852	6.01888
AFF2	5.48328	5.55735	5.5991
AFF3	5.90502	5.6667	5.48844
AFF4	6.52321	6.39629	6.27434
AFG3L1P	5.48329	5.50579	5.52118
AFG3L2	8.79983	8.81843	9.35263
AFM	5.18033	5.15383	5.13171
AFMID	7.31144	7.28967	7.11495
AFP	5.87648	5.95515	5.41554
AFTPH	7.02602	6.45139	6.42657
AGA	8.10452	7.96083	7.69235
AGAP1	5.45487	5.40031	5.43071
AGAP11	5.47208	5.41426	5.46361
AGAP2	5.35313	5.41039	5.3779
AGAP3	6.11708	6.21606	6.47549
AGAP4	5.67859	5.64857	5.61562
AGAP7P	5.72756	5.79567	5.71022
AGAP8	5.90988	5.84391	5.95118
AGAP9	5.92024	5.86301	5.92601
AGBL1	5.37866	5.39247	5.37253
AGBL2	5.44323	5.37506	5.363
AGBL3	5.34407	5.31098	5.34709
AGBL4	5.37827	5.33305	5.38014
AGBL5	6.41665	6.09877	6.37077
AGER	5.49886	5.50547	5.52046
AGFG1	8.06157	7.72688	8.02449
AGFG2	5.60274	5.61162	5.55655
AGGF1	6.96865	6.87289	6.64523
AGL	5.50333	5.49818	5.50356
AGMAT	5.5304	5.59975	5.6449
AGMO	5.38651	5.40989	5.41549
AGO1	7.27804	7.39715	7.7321
AGO2	9.08259	9.20269	9.90205
AGO3	5.90386	5.93699	6.05025
AGO4	5.80891	5.77769	5.80096
AGPAT1	5.37208	5.38024	5.36013
AGPAT2	7.3647	7.51133	7.32561
AGPAT3	5.74351	5.78281	5.76272
AGPAT4	5.84754	6.07251	6.07978
AGPAT5	6.46211	6.41939	6.72785
AGPAT6	5.846	5.84435	5.80995
AGPAT9	6.14965	6.47859	6.51538
AGPS	7.35969	7.31237	7.5842
AGR2	8.18891	6.68573	5.54522
AGR3	8.41949	6.27415	5.51829
AGRN	6.91934	6.63218	6.85948
AGRP	5.42835	5.48301	5.45052
AGT	6.11867	5.71922	5.86615
AGTPBP1	6.07222	6.25741	6.42964
AGTR1	7.05449	6.0384	5.56895
AGTR2	5.57039	5.58179	5.54306
AGTRAP	7.26125	7.31852	7.10691
AGXT	5.4916	5.47537	5.46985
AHCTF1	7.73023	7.47752	7.91397
AHCY	9.26056	9.15785	9.5145
AHCYL1	10.4666	9.93276	9.91765
AHCYL2	7.01627	6.79104	6.8089
AHDC1	6.56807	6.51941	6.6465
AHI1	7.95323	7.58232	7.62439
AHNAK	6.56575	6.48288	6.17365
AHNAK2	5.53994	5.52867	5.54915
AHR	6.2825	6.50793	6.39799
AHSA1	8.36196	8.45198	8.64246
AHSA2	7.7324	7.35026	7.30881
AHSG	5.46803	5.47963	5.45665
AHSP	5.48874	5.56023	5.53019
AICDA	5.25268	5.23553	5.30226
AIDA	6.41311	6.46972	6.46856
AIF1	7.53757	8.46541	7.80513
AIF1L	6.41684	6.8573	7.72279
AIFM1	6.71639	6.79243	6.72302
AIFM2	5.99265	5.92627	6.02899
AIFM3	5.63787	5.68275	5.62878
AIG1	7.79826	7.37866	7.38061
AIM1	6.13098	6.3425	6.28558
AIM1L	5.4091	5.41805	5.46906
AIM2	5.7707	6.32965	6.1383
AIMP1	5.34184	5.34129	5.37197
AIMP2	9.44076	9.53993	9.69741
AIP	8.81777	8.98504	8.74604
AIPL1	5.42609	5.42246	5.42465
AIRE	5.40381	5.3999	5.3976
AJAP1	5.47287	5.49079	5.45521
AJUBA	5.40364	5.37001	5.38478
AK2	9.5149	9.28946	9.73726
AK3	8.68161	8.90627	8.84521
AK5	5.591	5.48151	5.44423
AK7	5.28909	5.30339	5.28854
AK8	5.67002	5.5259	5.49531
AK9	5.60762	5.55173	5.53389
AKAP1	5.91501	5.82531	5.9838
AKAP10	6.37557	6.29471	6.17198
AKAP11	7.36806	7.41939	7.11176
AKAP12	5.69205	5.80238	5.65448
AKAP13	6.99749	7.24733	7.04494
AKAP14	5.36949	5.30898	5.30311
AKAP17A	7.73333	7.75595	7.55135
AKAP2	5.41063	5.43324	5.47824
AKAP3	5.71686	5.66246	5.75443
AKAP4	5.42142	5.4277	5.44412
AKAP5	5.28526	5.3009	5.37918
AKAP7	5.47618	5.51145	5.52813
AKAP8	7.92585	7.82605	7.69297
AKAP8L	6.97957	6.70119	6.8907
AKAP9	5.37654	5.36534	5.37299
AKIP1	6.29812	6.32761	6.24053
AKIRIN1	7.27458	7.52633	7.74477
AKIRIN2	8.2313	8.5699	8.74617
AKNA	7.41345	8.2221	7.53407
AKNAD1	5.40323	5.4249	5.41986
AKR1A1	10.4669	10.9294	10.2751
AKR1B1	8.53705	9.34512	9.15284
AKR1B10	5.51824	6.34003	5.4895
AKR1C1	6.03876	6.52865	6.2409
AKR1C2	5.99855	6.48622	6.08782
AKR1C3	8.29595	8.9666	8.25919
AKR1C4	5.46436	5.42965	5.4471
AKR1CL1	5.39511	5.38123	5.43346
AKR1D1	5.46115	5.73786	5.42516
AKR1E2	5.3868	5.44122	5.6667
AKR7A2	10.1916	9.75151	9.49713
AKR7A2P1	5.35701	5.37413	5.37316
AKR7A3	8.15934	7.24022	6.54987
AKT1	10.3444	10.2857	9.82804
AKT1S1	5.73325	5.58604	5.7145
AKT2	5.68533	5.63384	5.71499
AKT3	5.48326	5.48739	5.54515
AKTIP	7.53078	7.56825	7.68666
ALAD	5.31424	5.28699	5.31633
ALAS1	5.68767	5.69239	5.73329
ALAS2	5.41966	5.42436	5.43547
ALB	6.20375	6.15484	5.59006
ALCAM	9.2654	9.34119	7.80191
ALDH18A1	8.45778	8.49289	8.56557
ALDH1A1	6.90653	7.70715	6.67676
ALDH1A2	5.97161	6.29586	5.79352
ALDH1A3	7.12705	8.13861	7.76538
ALDH1L1	5.557	5.66941	5.72153
ALDH1L2	5.74333	5.91438	5.87267
ALDH2	8.68598	9.10477	8.35349
ALDH3A1	5.43584	5.4488	5.63012
ALDH3A2	8.0969	7.6482	7.56425
ALDH3B1	6.0072	6.1493	6.05826
ALDH3B2	5.55752	5.84181	5.38169
ALDH4A1	6.14487	6.23926	5.84624
ALDH5A1	6.54699	6.32729	6.54769
ALDH6A1	7.54223	7.1069	6.8504
ALDH7A1	9.18531	9.13944	9.36966
ALDH8A1	5.38333	5.3743	5.3752
ALDH9A1	11.6568	11.3436	11.5821
ALDOA	8.38071	8.29915	8.26055
ALDOB	6.44533	6.21182	6.33801
ALDOC	7.77804	7.93408	8.43121
ALG1	5.99157	5.96351	5.87539
ALG10B	5.89966	5.85576	5.85892
ALG11	7.28992	7.22568	7.04955
ALG12	5.8961	5.85711	5.87709
ALG13	6.66364	6.61936	6.31509
ALG14	6.83189	6.65184	6.5878
ALG1L	5.98938	5.85907	5.8692
ALG2	5.74707	5.76351	5.80745
ALG3	8.51466	8.65774	8.99266
ALG5	8.51457	8.5842	8.43617
ALG6	7.70549	7.68181	7.9566
ALG8	9.1892	8.74742	8.67215
ALG9	7.74807	7.80511	7.76565
ALK	5.52032	5.63568	5.71764
ALKBH1	6.8036	6.69845	6.40539
ALKBH2	7.76914	7.50332	7.98076
ALKBH3	7.82869	7.87872	7.82352
ALKBH4	6.1358	6.02967	6.136
ALKBH5	11.3087	11.2293	11.3029
ALKBH6	7.17628	7.11431	7.17107
ALKBH7	7.97221	7.82103	7.52729
ALLC	5.38824	5.38577	5.37913
ALMS1	6.60953	6.31655	6.51676
ALOX12	5.32118	5.34033	5.50982
ALOX12B	5.38829	5.37886	5.51324
ALOX15	5.42348	5.46821	5.41497
ALOX15B	5.77728	6.39274	5.47365
ALOX5	7.22098	7.50172	7.27801
ALOX5AP	9.44286	10.1219	9.62489
ALOXE3	5.5029	5.4291	5.50039
ALPI	5.57239	5.56472	5.56274
ALPK2	6.18107	6.61451	6.55357
ALPK3	5.35925	5.37421	5.36451
ALPL	7.57933	8.60478	7.98269
ALS2	8.05814	8.03403	8.12826
ALS2CL	5.45095	5.43101	5.45043
ALS2CR11	5.37451	5.36755	5.40088
ALS2CR12	5.3642	5.36402	5.31219
ALX1	5.30196	5.32353	5.4782
ALX3	5.46432	5.45193	5.54158
ALX4	5.28736	5.26093	5.26469
ALYREF	7.79261	8.08008	8.65065
AMACR	6.43324	6.41532	6.06165
AMBN	5.34268	5.35916	5.34404
AMBP	5.43863	5.42083	5.42868
AMBRA1	5.67528	5.60597	5.62055
AMD1	7.58693	8.07692	8.73291
AMDHD1	5.94151	5.77568	5.69105
AMDHD2	7.65956	7.75123	7.10844
AMELX	5.35269	5.35475	5.33697
AMELY	5.48112	5.47275	5.46549
AMER1	6.90797	7.14293	7.89314
AMER2	5.43399	5.4418	5.46265
AMER3	5.33715	5.30511	5.32304
AMFR	7.71506	7.38453	7.1007
AMH	5.80749	5.63824	5.70744
AMHR2	5.48723	5.46755	5.37013
AMICA1	6.64683	7.75448	6.86272
AMIGO1	5.60345	5.57833	5.56248
AMIGO3	5.63443	5.6085	5.60912
AMMECR1	6.12232	6.23204	6.21953
AMMECR1L	7.00483	6.9587	7.0788
AMN	5.40179	5.44774	5.42919
AMN1	5.80569	5.61397	5.70651
AMOT	7.29098	7.24979	7.37658
AMOTL1	5.64157	5.66593	5.63655
AMOTL2	5.53077	5.53994	5.53192
AMPD1	5.60081	5.82014	5.58158
AMPD2	5.35465	5.37094	5.3534
AMPD3	5.41604	5.45459	5.44583
AMPH	6.11535	6.04839	5.75518
AMT	7.0671	6.79033	6.76935
AMTN	5.312	5.5183	6.10391
AMY1A	6.2204	6.25908	6.61381
AMY2A	5.46779	5.46385	5.48443
AMY2B	5.38999	5.42425	5.43975
AMZ2	7.92836	7.7698	7.83797
AMZ2P1	5.4527	5.45924	5.46856
ANAPC1	6.31513	6.40582	6.49743
ANAPC10	7.68964	7.76468	7.78887
ANAPC11	5.57329	5.53509	5.5848
ANAPC13	10.2209	10.0363	9.86173
ANAPC15	6.87769	6.82317	6.86055
ANAPC16	7.59123	7.48811	7.37296
ANAPC2	5.68211	5.61122	5.55087
ANAPC4	8.29125	8.22859	8.10051
ANAPC5	10.2859	10.2678	10.2886
ANAPC7	7.80615	7.98772	7.82082
ANG	8.10761	7.55696	7.02015
ANGEL1	7.22598	7.2224	7.02545
ANGEL2	9.17131	8.66874	8.63226
ANGPT1	5.90449	6.20273	6.54909
ANGPT2	7.09176	7.34995	7.17911
ANGPT4	5.27194	5.26737	5.30166
ANGPTL1	5.38756	5.42433	5.35484
ANGPTL2	8.28524	8.84401	8.24053
ANGPTL3	5.34737	5.35497	5.32376
ANGPTL4	5.65967	5.71701	5.71626
ANGPTL5	5.31835	5.32177	5.31593
ANGPTL6	5.51699	5.67761	5.53097
ANGPTL7	5.52398	5.56171	5.60689
ANK1	5.47679	5.46414	5.46128
ANK2	5.46777	5.61069	5.44251
ANK3	5.96636	5.8556	5.95738
ANKAR	5.9321	5.82801	5.80425
ANKDD1B	5.42815	5.44802	5.39349
ANKFN1	5.32562	5.34067	5.33799
ANKFY1	6.76084	6.7898	6.79602
ANKH	5.54646	5.56821	5.58474
ANKHD1	6.30705	6.13146	5.85601
ANKK1	5.47995	5.3825	5.38927
ANKLE2	5.4066	5.40061	5.41276
ANKMY1	5.41243	5.41334	5.41409
ANKMY2	7.63923	7.6418	7.29554
ANKRA2	7.9903	7.5885	7.19346
ANKRD1	5.394	5.42867	5.65202
ANKRD10	7.81903	7.74317	7.57458
ANKRD11	6.55523	6.7409	6.9006
ANKRD12	7.6436	7.6081	7.36156
ANKRD13A	8.53089	8.97557	8.74127
ANKRD13B	5.70605	5.64602	5.79299
ANKRD13C	6.39826	6.48685	6.50853
ANKRD13D	5.46574	5.44613	5.45338
ANKRD16	6.54093	6.38691	6.73502
ANKRD17	6.58786	6.65931	6.68556
ANKRD18A	5.52781	5.49673	5.50597
ANKRD19P	5.52958	5.45719	5.511
ANKRD2	5.33109	5.32348	5.31411
ANKRD20A1	5.65412	5.51794	5.64029
ANKRD20A2	5.31155	5.31288	5.3068
ANKRD20A4	5.42533	5.42688	5.42233
ANKRD22	6.38669	6.70832	6.85858
ANKRD23	5.62695	5.58836	5.61913
ANKRD24	5.81096	5.59655	5.56915
ANKRD26	6.38097	6.07579	6.29187
ANKRD27	5.91289	5.93534	6.22267
ANKRD28	6.48439	6.33635	6.47867
ANKRD29	5.95561	6.13751	5.78471
ANKRD30A	9.78253	7.50328	5.58432
ANKRD30B	6.38509	5.60144	5.37742
ANKRD30BP1	5.35831	5.31963	5.33039
ANKRD31	5.33525	5.29854	5.31777
ANKRD32	5.99615	6.00469	5.93703
ANKRD33	8.56304	8.75597	8.42527
ANKRD33B	5.2635	5.27374	5.2422
ANKRD34A	5.70562	5.79317	5.68502
ANKRD34B	5.32593	5.36769	5.44689
ANKRD34C	5.53265	5.51854	5.53053
ANKRD35	6.24475	6.37496	6.63689
ANKRD36	5.38779	5.39263	5.38707
ANKRD36B	6.86336	6.6772	6.87668
