	Cluster_0	Cluster_1	Cluster_2
MCM3AP	8.93283	8.80526	8.72065
MCM3AP-AS1	6.14553	5.86612	6.51164
MCM4	7.86502	7.82785	8.86274
MCM5	7.52701	7.84099	8.39837
MCM6	9.27853	9.57922	10.2432
MCM7	5.91904	6.03332	6.57686
MCM8	5.60802	5.63849	5.73826
MCM9	5.73124	5.64444	5.79887
MCMBP	6.11841	6.13879	6.1661
MCMDC2	5.56525	5.53032	5.574
MCOLN1	7.75915	8.01945	7.8251
MCOLN2	7.02706	7.86458	7.83502
MCOLN3	5.95344	5.90031	6.0952
MCPH1	6.33722	6.35114	6.24256
MCRS1	7.82099	7.77976	7.7802
MCTP1	5.3674	5.37482	5.3435
MCTP2	5.33253	5.44718	5.4876
MCTS1	6.50741	6.55127	6.60864
MCU	6.88842	6.99889	6.97712
MCUR1	8.37482	8.5575	9.07561
MDC1	7.80981	7.7201	8.13496
MDFI	5.69307	5.73285	5.60811
MDFIC	6.23944	6.68463	6.46789
MDGA1	5.70842	5.73974	5.64785
MDGA2	5.37622	5.43545	5.50227
MDH1	10.951	11.13	11.3504
MDH1B	5.57001	5.39182	5.46404
MDH2	12.2959	12.2405	12.6685
MDK	5.83366	5.87983	6.07378
MDM1	5.61328	5.56709	5.58139
MDM2	5.51714	5.46616	5.49888
MDN1	5.85572	5.85455	6.08799
MDP1	7.73263	7.30839	7.03623
ME1	6.14046	6.83087	6.78161
ME2	7.2402	7.63979	7.98055
ME3	5.66806	5.61427	5.68876
MEA1	8.43029	8.2509	8.52946
MEAF6	6.08274	5.87733	5.9285
MECOM	6.53966	6.55745	6.53478
MECP2	6.36491	6.35232	6.27905
MECR	5.54301	5.50137	5.67879
MED1	6.97557	7.27166	6.88748
MED10	8.64156	8.83355	8.81933
MED11	5.75773	5.73127	5.68692
MED12	7.18655	7.08657	7.19208
MED12L	5.33359	5.31771	5.31207
MED13	5.5586	5.55647	5.57927
MED13L	6.50111	6.07977	6.08287
MED14	5.99555	5.92699	6.03233
MED15	6.15722	6.21851	6.20624
MED16	8.97786	8.86014	8.40252
MED17	5.936	5.94751	5.99911
MED19	8.43046	8.32711	8.45788
MED20	9.14853	9.01299	9.44545
MED21	5.54095	5.52278	5.58109
MED22	7.36379	7.31089	7.35851
MED23	6.89138	6.90615	6.83753
MED24	7.99243	8.03348	7.75634
MED25	8.05675	7.62689	7.77455
MED26	6.29461	6.29484	6.48438
MED27	6.20914	6.36467	6.51166
MED28	6.89429	6.79087	6.871
MED30	8.3274	8.43164	9.24797
MED31	5.3782	5.37509	5.39221
MED6	8.86033	9.09111	8.96255
MED7	6.35362	6.25103	6.15795
MED8	7.40019	7.49731	7.91231
MED9	6.29451	6.1659	6.40921
MEDAG	5.64928	6.11628	5.60585
MEF2A	6.08431	6.24571	6.31517
MEF2B	5.55214	5.56505	5.55841
MEF2C	6.75748	7.15587	6.69027
MEF2D	8.1492	7.85545	7.60693
MEFV	5.45794	5.42126	5.48802
MEGF10	5.85857	5.7189	5.91251
MEGF11	5.26227	5.251	5.23523
MEGF8	5.62731	5.60655	5.63936
MEGF9	5.96634	5.80629	5.63927
MEI1	5.54182	5.73873	5.62063
MEIG1	5.34515	5.36532	5.39608
MEIOB	5.35979	5.3824	5.4391
MEIS1	6.58862	6.85077	6.37527
MEIS2	5.40353	5.43558	5.40943
MEIS3	6.30949	5.97927	5.721
MEIS3P1	7.96916	7.27253	7.06696
MELK	6.83277	7.06805	8.33829
MEMO1	7.22599	7.42336	7.76086
MEN1	5.86018	5.81032	5.87892
MEOX1	5.82094	6.04239	5.68274
MEOX2	5.45317	5.60343	5.38584
MEP1B	5.53353	5.61337	5.90546
MEPCE	9.39	9.25065	9.32253
MEPE	5.42496	5.46456	5.41205
MERTK	6.93183	7.40069	7.14391
MESDC1	6.15667	5.98536	6.01937
MESP1	6.84553	6.61994	7.54545
MESP2	5.39766	5.40817	5.42432
MEST	5.43934	5.45151	5.54322
MET	5.55821	5.63754	5.91296
METAP1	8.95892	9.08281	9.32097
METAP1D	5.53923	5.53629	5.57846
METAP2	10.0119	9.98284	10.093
METRN	6.87093	6.34561	6.0912
METRNL	6.36421	6.6745	6.53281
METTL1	7.47307	7.42604	7.46284
METTL10	5.59497	5.57622	5.59449
METTL13	8.566	8.47737	8.76284
METTL14	6.09222	5.99736	5.99839
METTL15	5.85526	5.76212	5.74699
METTL16	6.67858	6.50494	6.56108
METTL17	6.24422	6.18851	6.18425
METTL18	5.70421	5.61748	5.69975
METTL21A	5.67236	5.76	5.87329
METTL21B	6.93079	6.96077	6.98032
METTL21C	5.28299	5.27954	5.31077
METTL22	7.72962	7.63177	7.59875
METTL23	6.67032	6.63403	6.74814
METTL25	7.5064	7.54272	7.03012
METTL2A	5.97477	5.89102	5.91915
METTL3	8.35086	8.07798	8.02216
METTL5	8.77305	8.70679	9.06658
METTL6	5.79566	5.76811	5.84896
METTL7A	6.45404	6.79514	6.55112
METTL7B	5.65986	5.79234	5.99436
METTL9	6.17502	6.0474	6.06224
MEX3B	5.99245	6.2506	6.48121
MEX3C	6.94744	7.01421	7.41998
MEX3D	6.71993	6.74899	6.83678
MFAP1	8.02261	7.81352	7.60492
MFAP2	5.27947	5.29179	5.29866
MFAP3	6.44315	6.41919	6.31736
MFAP3L	5.35433	5.35468	5.35338
MFAP4	8.49871	9.31747	7.69601
MFAP5	8.60218	8.94709	8.22491
MFF	6.86659	6.85495	7.01855
MFGE8	10.2272	10.7332	11.6974
MFHAS1	5.93153	6.18416	6.29797
MFI2	5.55334	5.53259	5.77155
MFN1	5.73043	5.77336	5.88003
MFN2	8.09029	8.07677	7.91044
MFRP	8.62415	8.7782	8.24137
MFSD1	9.49632	9.91982	9.71188
MFSD10	10.79	10.5903	10.7426
MFSD12	6.22823	6.34395	6.38906
MFSD2A	5.45667	5.71357	5.57605
MFSD3	9.24983	8.57098	8.9724
MFSD4	5.30005	5.3067	5.35686
MFSD5	8.77834	8.65208	8.3233
MFSD6	8.19471	8.09034	8.14708
MFSD6L	5.84634	5.48669	5.91162
MFSD7	6.96987	6.79029	5.97845
MFSD8	6.88504	7.03843	6.92133
MFSD9	5.54754	5.57397	5.6238
MGA	6.05083	6.10455	6.10509
MGAM	5.45071	5.39672	5.39431
MGARP	5.49776	5.52994	5.43324
MGAT1	9.59457	10.1539	9.66896
MGAT2	7.00077	7.27391	6.89961
MGAT3	5.52817	5.65455	5.79165
MGAT4A	7.61326	7.79469	7.26653
MGAT4B	5.99434	6.14219	6.18147
MGAT4C	5.31397	5.31829	5.29619
MGAT5	5.80675	5.77841	5.86432
MGAT5B	5.40372	5.40034	5.40578
MGLL	6.17413	6.63338	5.90693
MGME1	8.72487	8.69207	8.94398
MGMT	9.09873	8.70856	8.65339
MGP	13.2041	12.6196	13.0069
MGST1	7.93896	8.26721	8.44137
MGST2	10.0755	9.96245	9.24954
MGST3	10.8187	10.6729	11.068
MIA	5.77041	5.83369	7.2524
MIA3	6.85606	6.69465	6.55171
MIAT	5.64654	5.81015	5.6922
MIB1	6.12012	5.94191	6.09683
MIB2	6.85376	6.78188	6.84034
MICA	6.3039	6.34194	6.31913
MICAL1	7.56022	7.95947	7.68483
MICAL2	5.84458	5.80769	5.70379
MICAL3	5.21276	5.18211	5.22224
MICALCL	6.77511	6.16069	5.92771
MICALL1	6.16145	6.28605	6.99614
MICALL2	5.96875	5.84541	5.8315
MICU1	7.55814	7.39869	7.30893
MICU2	9.28297	9.16774	8.87067
MICU3	5.39195	5.39649	5.40447
MID1	6.37398	6.69789	7.24994
MID1IP1	7.68755	7.70759	7.46162
MID2	6.61912	6.46077	6.41495
MIDN	9.22087	9.06826	8.60077
MIEF1	7.55156	7.71528	7.74623
MIEF2	5.41819	5.3952	5.3879
MIEN1	6.45162	6.76377	6.2267
MIER1	6.43787	6.41335	6.42716
MIER2	6.06885	6.02246	5.99993
MIER3	5.64044	5.60738	5.56285
MIF	12.5249	12.2597	12.6445
MIF4GD	7.25825	7.23964	7.03902
MIIP	5.44024	5.45647	5.50935
MILR1	5.89371	6.33788	5.95239
MIMT1	5.50277	5.53462	5.48005
MINA	5.60184	5.63758	5.67506
MINK1	5.48655	5.50272	5.48038
MINOS1	5.67587	5.58199	5.5532
MINPP1	6.19634	6.14742	6.09697
MIOS	7.55194	7.4699	7.34513
MIOX	5.33362	5.32484	5.36115
MIP	5.23373	5.17742	5.20984
MIPEP	7.65955	7.42952	7.25308
MIPOL1	5.6318	5.48419	5.42482
MIR17HG	5.77411	5.79683	6.12968
MIS12	7.82953	7.87717	7.80993
MIS18BP1	7.88917	8.01528	7.88782
MISP	6.06278	5.80137	5.7306
MITD1	8.07088	8.27673	8.1684
MITF	5.63763	5.76266	5.70909
MIXL1	5.3124	5.38863	5.33694
MKI67	5.8138	5.78115	6.25744
MKKS	6.03175	6.12424	6.14323
MKL1	6.22069	6.38129	6.36608
MKL2	6.91234	6.39601	6.24199
MKLN1	8.81867	8.71968	8.71327
MKNK1	6.71622	6.85849	6.74689
MKNK2	9.04832	8.86699	8.33975
MKRN1	10.8703	10.6934	10.8781
MKRN2	8.20569	8.20177	8.36499
MKRN3	5.61818	5.66812	5.9323
MKS1	6.21236	5.9349	6.01886
MKX	6.28811	5.79631	5.65592
MLANA	5.26436	5.22022	5.26493
MLC1	5.39034	5.40484	5.40765
MLEC	10.1935	9.94165	9.67257
MLF1	5.81458	5.70634	6.14179
MLF2	9.08433	8.77247	9.41014
MLH1	8.08154	8.05443	7.74135
MLH3	5.92874	5.90298	5.89128
MLIP	5.3468	5.38717	5.34577
MLKL	5.58318	5.76063	5.72076
MLLT1	5.60723	5.60984	5.6349
MLLT10	7.28222	7.30577	7.41852
MLLT11	7.48566	7.53338	8.24835
MLLT3	5.47208	5.45155	5.48372
MLLT4	5.57743	5.59898	5.6191
MLLT4-AS1	6.04399	5.89714	6.28115
MLLT6	8.63102	8.75214	8.2951
MLN	5.3568	5.38891	5.34317
MLNR	5.37492	5.35115	5.35255
MLPH	12.1915	10.5194	7.83563
MLST8	7.77911	7.4733	7.64146
MLX	6.18838	6.21614	6.17064
MLXIP	5.45724	5.49399	5.48695
MLXIPL	5.71192	5.64881	5.61158
MLYCD	6.11461	6.24827	6.16309
MMAA	5.86016	5.88357	5.80319
MMAB	5.86896	5.86439	5.81495
MMACHC	6.97897	6.89394	7.31716
MMADHC	9.744	9.84039	9.9207
MMD	7.70774	8.24033	7.82051
MMD2	5.29983	5.2926	5.28699
MME	5.38241	5.41469	5.37749
MMEL1	6.18228	5.78042	5.59485
MMGT1	9.05614	9.3316	9.48292
MMP1	5.59775	5.8676	6.21142
MMP10	5.97077	5.88411	5.59453
MMP11	10.4294	9.78499	9.77513
MMP12	5.63698	6.57672	6.74511
MMP13	5.83593	6.13248	5.83874
MMP14	5.57385	5.62906	5.60349
MMP15	6.23666	6.39274	6.44793
MMP16	5.85293	5.68657	5.71941
MMP17	5.35377	5.34993	5.34443
MMP19	5.4069	5.56974	5.41691
MMP2	6.36498	6.69544	6.21101
MMP20	5.36356	5.36937	5.48126
MMP21	5.39346	5.37816	5.37649
MMP23B	5.34298	5.3564	5.33512
MMP24	5.55111	5.51188	5.52305
MMP25	5.77761	5.8944	5.82276
MMP26	5.35897	5.35965	5.34896
MMP27	5.4574	5.49701	5.4546
MMP28	5.64673	5.67621	5.56771
MMP3	6.68097	7.11388	6.75068
MMP7	7.99485	8.99287	11.4192
MMP9	8.9212	10.5103	10.1841
MMS19	8.84489	8.81077	8.80341
MMS22L	5.6269	5.68969	5.9614
MN1	6.74097	6.90318	6.22478
MNAT1	6.22999	5.97037	6.04286
MND1	5.8986	5.92933	6.5134
MNDA	6.14592	6.81038	6.31494
MNS1	6.1927	6.12496	6.13725
MNT	8.02427	7.91953	7.9513
MNX1	5.45619	5.52878	5.51662
MOAP1	8.38016	7.83851	7.55649
MOB1A	5.4976	5.5182	5.55632
MOB1B	5.64577	5.62313	5.64546
MOB3A	6.93964	7.27653	6.77374
MOB3B	5.83965	6.10896	6.35178
MOB3C	5.72485	5.78494	5.70733
MOB4	6.33066	6.42229	6.44732
MOBP	5.32503	5.30703	5.32567
MOCOS	7.26455	7.1012	8.01249
MOCS1	6.39182	6.39194	6.44859
MOCS2	5.63834	5.6036	5.57073
MOCS3	5.70352	5.69741	5.71067
MOG	5.35679	5.33993	5.40166
MOGAT1	5.51165	5.60006	5.79087
MOGAT2	5.43286	5.47671	5.4647
MOGAT3	5.3222	5.29169	5.29167
MOGS	7.25009	7.22795	7.45942
MOK	8.55076	7.91166	8.18592
MON1A	5.72048	5.76174	5.70517
MON1B	6.39441	6.6258	6.63486
MON2	7.8519	7.83559	7.54334
MORC1	5.34173	5.3433	5.34359
MORC2	7.84423	7.78892	8.31533
MORC2-AS1	6.10264	6.23375	6.30998
MORC3	6.26074	6.31437	6.24912
MORC4	5.98252	6.1538	5.96391
MORF4	5.30765	5.34516	5.29922
MORF4L1	7.41257	7.49637	7.43474
MORF4L2	10.3574	10.0801	9.8508
MORN1	5.62735	5.44159	5.35286
MORN2	7.31517	7.02346	7.3091
MORN3	5.66656	5.53607	6.05049
MORN4	6.12163	5.78317	5.88333
MORN5	5.30572	5.29048	5.30313
MOS	5.34351	5.35866	5.33519
MOSPD1	5.64258	5.67725	5.71106
MOSPD2	6.49757	6.49054	6.46636
MOSPD3	6.96422	6.85191	6.94174
MOV10	7.66453	7.57466	7.59291
MOV10L1	5.45187	5.42232	5.43264
MOXD1	6.39502	7.17519	7.13433
MPC1	8.54301	8.81665	8.85018
MPC2	9.73717	9.70902	9.75946
MPDU1	6.61588	6.55989	6.47975
MPDZ	7.57164	7.31985	7.53839
MPEG1	5.78934	6.31357	5.86832
MPG	5.38297	5.35882	5.36488
MPHOSPH10	6.99838	7.03712	7.17302
MPHOSPH6	6.31025	6.93503	6.67255
MPHOSPH8	6.53872	6.56661	6.46348
MPHOSPH9	6.23088	6.24827	6.31592
MPI	6.43342	6.22552	6.14687
MPLKIP	6.48392	6.50589	6.678
MPND	6.28913	6.25334	6.12783
MPP1	6.83222	7.35861	7.02824
MPP2	5.92765	5.55508	5.59187
MPP3	6.05312	6.02214	5.78127
MPP4	5.33176	5.34697	5.31307
MPP5	7.15259	6.90085	6.96432
MPP6	5.79665	6.35967	6.75302
MPP7	5.66357	5.54857	5.48312
MPPE1	7.24344	7.12963	7.15487
MPPED1	5.47624	5.47833	5.45132
MPPED2	5.41673	5.30833	5.52277
MPRIP	7.65365	7.89816	7.73303
MPST	5.88369	5.9034	5.9922
MPV17	8.75792	8.77155	8.68969
MPZ	5.44732	5.45287	5.49
MPZL1	7.7328	7.84796	8.27622
MPZL2	6.17752	6.27851	7.02966
MPZL3	5.55614	5.57113	5.56133
MR1	7.27551	7.27546	7.05137
MRAP	5.6567	5.77375	5.50805
MRAP2	5.63262	6.06294	6.11256
MRAS	6.04097	6.38147	6.84628
MRC1	5.46023	5.49408	5.4767
MRC1L1	5.28874	5.38819	5.30104
MRC2	5.7002	5.81581	5.68419
MRE11A	6.0325	6.05971	6.15189
MREG	6.30631	6.13087	5.93155
MRFAP1	10.8286	10.4717	10.2402
MRFAP1L1	6.0972	5.94762	5.93703
MRGBP	8.95243	8.79996	9.39381
MRGPRD	5.41607	5.42693	5.4013
MRGPRE	5.40358	5.42473	5.41222
MRGPRF	5.99091	6.37261	5.89072
MRGPRX1	5.25018	5.22412	5.26924
MRGPRX2	5.3439	5.33243	5.32617
MRGPRX3	5.47225	5.49121	5.49308
MRGPRX4	5.33064	5.34806	5.35579
MRM1	5.5128	5.39715	5.47637
MRO	5.30061	5.30027	5.29237
MROH1	5.47604	5.44963	5.5159
MROH2A	5.48045	5.53715	5.51374
MROH2B	5.33035	5.2938	5.26899
MROH3P	5.32043	5.30639	5.33674
MROH7	5.51385	5.49328	5.51826
MROH8	5.47838	5.44027	5.42182
MROH9	5.40057	5.41314	5.4209
MRPL1	6.7768	6.83941	7.02749
MRPL10	5.65954	5.60815	5.57814
MRPL11	8.39759	8.48187	9.00231
MRPL12	8.44511	8.33101	8.96321
MRPL13	8.7144	8.6814	9.11137
MRPL14	9.89618	9.72363	10.2557
MRPL15	8.55647	8.84332	9.44608
MRPL16	6.898	6.92524	7.0944
MRPL17	9.54551	9.46658	9.63162
MRPL18	9.03329	9.07729	9.25064
MRPL19	6.21958	6.28049	6.50287
MRPL2	7.47323	7.50497	8.05445
MRPL20	8.73804	8.78354	8.60464
MRPL21	9.07076	8.99581	9.16187
MRPL22	9.26575	9.07448	8.96668
MRPL23	9.66755	9.3852	9.59682
MRPL24	9.80403	9.20727	9.39659
MRPL27	7.64813	7.39851	7.30624
MRPL28	6.93557	6.79571	6.84884
MRPL3	8.06693	8.03494	8.24626
MRPL30	6.82824	6.81731	6.82875
MRPL32	8.99411	9.02571	8.96085
MRPL33	9.5875	9.59807	9.70077
MRPL34	8.916	8.84737	8.89309
MRPL35	7.60716	7.43963	7.4924
MRPL36	9.87201	9.91551	10.2128
MRPL37	10.4288	10.5528	11.0138
MRPL39	6.7402	6.87834	6.95942
MRPL4	6.06224	6.04259	6.29213
MRPL40	8.72634	8.66948	8.45563
MRPL41	9.37875	9.23876	8.89092
MRPL42	7.79377	7.74307	8.12181
MRPL43	8.26946	8.01389	7.80527
MRPL44	7.0399	7.22918	7.28243
MRPL45	8.14884	8.07227	7.87643
MRPL45P2	8.22843	8.10864	7.8889
MRPL47	6.42703	6.33697	6.58445
MRPL48	6.94716	6.82281	7.15547
MRPL49	7.70681	7.46597	7.49601
MRPL50	8.43842	8.53251	8.63055
MRPL51	10.4345	10.4423	10.8243
MRPL52	7.55996	7.45219	7.49819
MRPL53	8.58637	8.41427	8.16957
MRPL54	9.29633	9.12647	8.7847
MRPL55	8.5951	8.44787	8.71769
MRPL9	7.53248	7.47677	7.92344
MRPS10	9.37808	9.27325	9.60424
MRPS11	8.78812	8.79302	8.72987
MRPS12	5.51641	5.53553	5.68587
MRPS14	6.43845	6.192	6.11553
MRPS15	9.78765	9.81978	10.0828
MRPS17	8.91652	9.01129	9.451
MRPS18A	7.66727	7.65647	7.9741
MRPS18B	8.10175	7.96024	8.08451
MRPS18C	7.42307	7.40668	7.45066
MRPS2	7.76055	7.68645	7.82565
MRPS21	9.59068	9.3445	10.0086
MRPS22	9.11894	9.19199	9.46768
MRPS23	7.99527	7.92996	7.97161
MRPS24	9.78667	9.8067	10.062
MRPS25	7.0764	7.18249	7.24594
MRPS26	9.25666	9.00232	9.2808
MRPS27	8.2771	8.0546	7.85225
MRPS28	8.03778	7.90035	7.91685
MRPS30	9.78676	8.61866	8.59304
MRPS31	8.61394	8.68012	8.51441
MRPS33	8.25415	8.10839	8.35345
MRPS34	6.98462	6.71463	6.69676
MRPS35	7.89767	7.69979	7.84839
MRPS36	6.8302	6.51857	6.24178
MRPS5	7.96779	8.10294	8.36723
MRPS6	5.94488	5.98178	5.9872
MRPS7	8.25747	8.23922	8.40153
MRPS9	8.3954	8.39887	8.72354
MRRF	7.66043	7.57453	7.58649
MRS2	6.90429	6.90183	7.31075
MRTO4	7.27393	7.36939	7.59792
MRVI1	5.45846	5.45527	5.48354
MS4A1	5.34284	5.56194	5.37139
MS4A12	5.35603	5.36695	5.34609
MS4A13	5.33899	5.36064	5.34619
MS4A14	6.12159	5.89873	5.64298
MS4A15	5.58615	5.52061	5.45939
MS4A18	5.42375	5.47079	5.42158
MS4A2	6.0867	6.16009	5.57769
MS4A3	5.32546	5.34398	5.3336
MS4A4A	5.68824	6.10083	5.8045
MS4A4E	5.4084	5.40329	5.39724
MS4A5	5.2302	5.21816	5.25382
MS4A6A	8.76236	9.87546	8.97419
MS4A6E	5.29653	5.55767	5.31333
MS4A7	8.28052	8.15043	7.28863
MS4A8	5.77476	5.50978	5.35813
MSANTD1	5.37666	5.37736	5.39601
MSANTD2	6.57456	6.53988	6.53264
MSANTD3	6.60141	6.88414	7.33612
MSANTD4	7.30207	7.57503	7.53284
MSC	6.22044	6.72266	6.31877
MSGN1	5.42351	5.41071	5.43168
MSH2	5.51722	5.49827	5.67712
MSH3	7.28742	7.02235	6.92824
MSH4	5.498	5.52489	5.50999
MSH6	9.05955	9.01714	9.62994
MSI1	5.68342	5.63826	5.92368
MSI2	6.89156	6.52369	6.41845
MSL2	5.87235	5.85346	5.86194
MSL3	5.78076	6.00191	5.99168
MSLN	5.81155	5.9041	8.2433
MSLNL	5.57534	5.57336	5.57031
MSMB	6.05137	5.83631	5.49549
MSMO1	7.46798	7.92328	7.48121
MSMP	5.4956	5.46174	5.46967
MSN	9.41798	10.1985	10.3579
MSR1	5.99963	6.36376	6.0296
MSRA	7.43157	7.78989	7.47346
MSRB1	9.36904	9.52061	9.18922
MSRB2	10.5935	10.5619	10.4638
MSRB3	6.80131	7.09379	6.55886
MSS51	5.43522	5.42197	5.40393
MST1	8.28681	8.74429	7.93771
MST1L	7.98486	7.16943	7.15588
MST1R	6.85594	6.47794	6.44818
MSTN	5.45894	5.44476	5.44928
MSX2	5.75784	5.75782	5.49987
MSX2P1	5.40736	5.43794	5.38915
MT-TP	5.32902	5.32397	5.37161
MT1A	11.1998	11.6691	11.7002
MT1B	5.47343	5.46827	5.456
MT1DP	5.45638	5.46882	5.46564
MT1E	6.66408	6.71742	7.13685
MT1F	9.30241	9.39687	10.0267
MT1G	8.07976	8.13742	9.51312
MT1H	5.72455	5.81992	6.25499
MT1M	5.81781	6.05034	6.1267
MT1X	7.94829	8.28887	8.98586
MT2A	11.1639	11.739	11.2775
MT3	5.47449	5.46748	5.66314
MT4	5.14994	5.16176	5.16509
MTA1	8.62263	8.40366	8.2587
MTA2	8.30925	8.44899	8.52204
MTA3	8.40319	8.0588	8.17858
MTAP	7.38297	7.49846	7.87715
MTBP	5.85436	5.78217	6.25988
MTCH1	11.4331	11.4415	11.7781
MTCH2	6.1542	6.02812	6.09968
MTCL1	5.76398	5.5557	5.56893
MTDH	8.05616	8.16438	8.47434
MTERF1	5.37167	5.36407	5.36514
MTERF2	5.47289	5.42153	5.41294
MTERF3	8.38799	8.42888	8.93577
MTERF4	5.7249	5.71739	5.69947
MTF1	7.63937	7.60141	7.80387
MTF2	6.91727	6.97289	7.16786
MTFMT	6.70927	6.81919	6.79172
MTFP1	6.46907	6.46524	6.61802
MTFR1	7.64052	8.03096	8.20722
MTFR2	5.31178	5.33527	5.39297
MTG2	5.65844	5.62167	5.68098
MTHFD1	6.25873	6.17439	6.35873
MTHFD1L	7.07304	7.54529	8.40071
MTHFD2	8.24351	8.60206	8.93784
MTHFD2L	6.66949	6.47831	6.67982
MTHFR	6.643	6.51393	6.15222
MTHFS	8.40025	8.00387	8.01556
MTHFSD	6.34791	6.41819	6.55726
MTIF2	6.85488	6.87135	7.06891
MTIF3	8.84104	8.80289	8.60471
MTL5	6.10929	5.63704	5.80438
MTM1	6.60751	6.80161	6.66199
MTMR1	5.56375	5.55094	5.63758
MTMR10	5.44628	5.47037	5.4514
MTMR11	6.58375	6.46129	6.56899
MTMR12	6.56358	6.40601	6.72092
MTMR14	7.20044	7.32473	7.26539
MTMR2	5.90589	5.95197	6.20609
MTMR3	6.24975	6.19774	6.16913
MTMR4	7.8895	7.6281	8.00238
MTMR6	6.72303	6.83793	6.81627
MTMR7	5.46474	5.30377	5.38682
MTMR8	5.40061	5.3934	5.38671
MTMR9	7.22333	7.25089	6.96505
MTNR1A	5.40749	5.42589	5.4408
MTNR1B	5.36857	5.38784	5.3911
MTO1	6.61678	6.69761	6.70128
MTOR	8.56254	8.58974	8.50407
MTPAP	8.00566	8.10855	8.56687
MTPN	8.99973	9.206	9.33199
MTR	7.11318	6.97955	7.13679
MTRF1	5.78583	5.8001	5.82208
MTRF1L	6.22856	6.27225	6.27672
MTRR	6.16036	6.11501	6.21343
MTSS1	7.91215	7.823	7.71538
MTSS1L	5.37761	5.38723	5.40869
MTURN	8.61859	8.33225	8.18297
MTUS1	5.7516	5.7137	5.58846
MTUS2	5.33288	5.33815	5.34245
MTX1	8.2536	8.12212	8.25475
MTX2	7.36092	7.24216	7.37012
MTX3	7.52197	7.18895	7.06965
MUC1	11.6071	10.0874	9.24286
MUC12	5.43822	5.44715	5.45383
MUC13	5.42141	5.37459	5.43607
MUC15	5.47547	5.56273	5.90276
MUC16	5.67984	5.70923	6.48605
MUC17	5.35489	5.37364	5.33521
MUC2	5.71049	5.5385	5.50487
MUC20	6.04818	5.95268	6.11076
MUC21	5.66103	5.65029	5.62945
MUC3A	5.36362	5.39329	5.37736
MUC4	5.38825	5.34784	5.39084
MUC5AC	5.66847	5.58081	5.58697
MUC5B	5.46212	5.47312	5.48677
MUC6	5.58402	5.56211	5.50219
MUC7	5.33474	5.26318	5.34224
MUL1	6.90797	6.92739	6.70248
MUM1	8.76899	8.48595	8.2057
MUM1L1	5.8979	5.64775	5.46296
MURC	5.95501	6.0154	6.03872
MUS81	7.33828	7.1922	7.43388
MUSK	6.89515	7.12965	6.97717
MUSTN1	6.00399	6.05606	5.77809
MUT	6.87133	6.77825	6.80478
MUTYH	5.72681	5.76476	5.95096
MVB12A	8.86802	8.61477	8.54373
MVB12B	5.42433	5.43449	5.4527
MVD	6.10229	6.49233	6.57466
MVK	6.21907	6.3313	6.19424
MVP	8.23169	8.17411	7.66301
MX1	10.9904	10.9763	11.5988
MX2	7.86521	8.32051	8.45716
MXD1	6.01999	6.05311	6.10022
MXD3	6.64533	6.5015	6.69684
MXD4	9.70895	9.6491	9.08439
MXI1	5.59887	5.58165	5.64626
MXRA5	11.2659	11.5716	11.0039
MXRA7	6.05972	6.21325	6.07866
MXRA8	6.44392	6.70057	6.1481
MYADM	6.4514	6.48292	6.45585
MYB	10.295	8.30887	7.80979
MYBBP1A	6.08982	6.05674	6.36541
MYBL2	5.45677	5.44737	5.49247
MYBPC1	5.77832	5.80163	5.75198
MYBPC2	5.3441	5.3764	5.43286
MYBPC3	5.49843	5.56949	5.51771
MYBPH	5.63934	5.59642	5.86365
MYBPHL	5.29424	5.2579	5.27608
MYC	7.79841	8.10402	8.91898
MYCBP	6.08869	5.8505	5.84824
MYCBP2	8.24558	8.86299	8.17131
MYCBPAP	5.67939	5.57038	5.57505
MYCL	5.50279	5.51402	5.51984
MYCN	5.68974	5.89554	5.8917
MYCT1	5.66369	5.77471	5.58791
MYD88	7.61851	7.99879	7.90003
MYEF2	5.46447	5.49018	5.48887
MYEOV2	5.53608	5.54151	5.51921
MYF5	5.38977	5.4012	5.41844
MYF6	5.40475	5.41442	5.42002
MYH1	5.37292	5.3722	5.37411
MYH10	9.96463	9.65133	9.88294
MYH11	8.983	9.31679	8.02543
MYH13	5.26404	5.25968	5.28186
MYH14	5.89159	5.56039	6.07746
MYH16	5.41199	5.41503	5.41053
MYH2	5.32132	5.31427	5.29072
MYH3	5.74038	5.7562	5.7844
MYH4	5.5792	5.7602	5.64603
MYH6	5.55448	5.60202	5.55486
MYH7	5.45654	5.44123	5.50769
MYH7B	5.36031	5.34209	5.34515
MYH8	5.36066	5.36503	5.36532
MYH9	11.7327	11.8869	11.9869
MYL1	5.39024	5.37837	5.37419
MYL10	5.35745	5.35035	5.34552
MYL12A	9.75787	9.9198	10.3067
MYL12B	12.4192	12.3445	12.4837
MYL2	5.44505	5.4468	5.44862
MYL3	5.42702	5.42523	5.37489
MYL4	5.44888	5.45475	5.44171
MYL5	7.83577	7.28198	7.08797
MYL6	13.4975	13.5083	13.3356
MYL6B	9.47122	9.16934	9.60555
MYL7	5.62075	5.59633	5.49192
MYL9	7.17562	7.29114	7.25362
MYLIP	8.83598	8.77896	8.20947
MYLK	6.58456	6.80849	6.86386
MYLK2	5.42469	5.43159	5.49547
MYLK3	5.32204	5.38325	5.31634
MYLK4	5.4158	5.43086	5.50845
